Time - V_S	Amplitude - V_S	Time - V_R	Amplitude - V_R	Time - V_C	Amplitude - V_C
6,40E-05	-2,50592	6,40E-05	-0,0904583	6,40E-05	0,0104879
6,60E-05	-2,49787	6,60E-05	-0,122175	6,60E-05	0,00903892
6,80E-05	-2,48934	6,80E-05	-0,15518	6,80E-05	0,00742893
7,00E-05	-2,48821	7,00E-05	-0,185769	7,00E-05	0,00678494
7,20E-05	-2,48097	7,20E-05	-0,213622	7,20E-05	0,00324296
7,40E-05	-2,47646	7,40E-05	-0,243729	7,40E-05	0,00517495
7,60E-05	-2,46906	7,60E-05	-0,271582	7,60E-05	0,00259897
7,80E-05	-2,46487	7,80E-05	-0,299113	7,80E-05	-0,00464598
8,00E-05	-2,46036	8,00E-05	-0,328253	8,00E-05	-0,000621007
8,20E-05	-2,45666	8,20E-05	-0,35514	8,20E-05	-0,000621007
8,40E-05	-2,45102	8,40E-05	-0,380256	8,40E-05	-0,00287499
8,60E-05	-2,44474	8,60E-05	-0,405694	8,60E-05	-0,00335799
8,80E-05	-2,44233	8,80E-05	-0,431775	8,80E-05	-0,00561197
9,00E-05	-2,43621	9,00E-05	-0,454476	9,00E-05	-0,00689996
9,20E-05	-2,43203	9,20E-05	-0,47927	9,20E-05	-0,00609496
9,40E-05	-2,43009	9,40E-05	-0,502132	9,40E-05	-0,00641696
9,60E-05	-2,42478	9,60E-05	-0,524832	9,60E-05	-0,00931494
9,80E-05	-2,41915	9,80E-05	-0,548177	9,80E-05	-0,0120519
1,00E-04	-2,41609	1,00E-04	-0,570395	1,00E-04	-0,0136619
0,000102	-2,41415	0,000102	-0,591164	0,000102	-0,0118909
0,000104	-2,40788	0,000104	-0,612094	0,000104	-0,0123739
0,000106	-2,40353	0,000106	-0,633184	0,000106	-0,0147889
0,000108	-2,39983	0,000108	-0,653631	0,000108	-0,0155939
0,00011	-2,39838	0,00011	-0,672307	0,00011	-0,0170429
0,000112	-2,39145	0,000112	-0,691949	0,000112	-0,0191359
0,000114	-2,38968	0,000114	-0,710142	0,000114	-0,0165599
0,000116	-2,38421	0,000116	-0,728657	0,000116	-0,0162379
0,000118	-2,38179	0,000118	-0,74701	0,000118	-0,0183309
0,00012	-2,37825	0,00012	-0,764559	0,00012	-0,0201019
0,000122	-2,37616	0,000122	-0,782913	0,000122	-0,0191359
0,000124	-2,37294	0,000124	-0,798047	0,000124	-0,0218728
0,000126	-2,3694	0,000126	-0,815274	0,000126	-0,0207458
0,000128	-2,36698	0,000128	-0,831696	0,000128	-0,0234828
0,00013	-2,36505	0,00013	-0,848117	0,00013	-0,0228388
0,000132	-2,36392	0,000132	-0,86309	0,000132	-0,0246098
0,000134	-2,35893	0,000134	-0,878385	0,000134	-0,0238048
0,000136	-2,35668	0,000136	-0,89368	0,000136	-0,0262198
0,000138	-2,35201	0,000138	-0,909297	0,000138	-0,0262198
0,00014	-2,34879	0,00014	-0,922016	0,00014	-0,0257368
0,000142	-2,34798	0,000142	-0,936667	0,000142	-0,0289568
0,000144	-2,34573	0,000144	-0,950351	0,000144	-0,0276688
0,000146	-2,34315	0,000146	-0,964358	0,000146	-0,0289568
0,000148	-2,34219	0,000148	-0,977238	0,000148	-0,0302448
0,00015	-2,33655	0,00015	-0,989635	0,00015	-0,0307278
0,000152	-2,33591	0,000152	-1,00219	0,000152	-0,0308888
0,000154	-2,33204	0,000154	-1,01491	0,000154	-0,0329818
0,000156	-2,33043	0,000156	-1,02699	0,000156	-0,0310498
0,000158	-2,32931	0,000158	-1,03826	0,000158	-0,0331428
0,00016	-2,32399	0,00016	-1,05017	0,00016	-0,0312108
0,000162	-2,32432	0,000162	-1,06192	0,000162	-0,0352357
0,000164	-2,31997	0,000164	-1,07335	0,000164	-0,0363627
0,000166	-2,32512	0,000166	-1,08462	0,000166	-0,0373287
0,000168	-2,32094	0,000168	-1,09541	0,000168	-0,0339477
0,00017	-2,31739	0,00017	-1,10539	0,00017	-0,0360407
0,000172	-2,31144	0,000172	-1,11521	0,000172	-0,0355577
0,000174	-2,31095	0,000174	-1,12568	0,000174	-0,0368457
0,000176	-2,31144	0,000176	-1,13647	0,000176	-0,0397437
0,000178	-2,31111	0,000178	-1,14613	0,000178	-0,0389387
0,00018	-2,30612	0,00018	-1,15562	0,00018	-0,0360407
0,000182	-2,30773	0,000182	-1,164	0,000182	-0,0378117
0,000184	-2,3029	0,000184	-1,17382	0,000184	-0,0373287
0,000186	-2,30162	0,000186	-1,18283	0,000186	-0,0363627
0,000188	-2,30162	0,000188	-1,1904	0,000188	-0,0386167
0,00019	-2,29952	0,00019	-1,19958	0,00019	-0,0400657
0,000192	-2,29856	0,000192	-1,20811	0,000192	-0,0386167
0,000194	-2,29743	0,000194	-1,21632	0,000194	-0,0429637
0,000196	-2,29469	0,000196	-1,22453	0,000196	-0,0410317
0,000198	-2,2926	0,000198	-1,23226	0,000198	-0,0402267
0,0002	-2,29051	0,0002	-1,23983	0,0002	-0,0405487
0,000202	-2,28825	0,000202	-1,24739	0,000202	-0,0424807
0,000204	-2,28487	0,000204	-1,2548	0,000204	-0,0437687
0,000206	-2,28616	0,000206	-1,26221	0,000206	-0,0432857
0,000208	-2,28439	0,000208	-1,26897	0,000208	-0,0419977
0,00021	-2,28246	0,00021	-1,27686	0,00021	-0,0408707
0,000212	-2,28101	0,000212	-1,28346	0,000212	-0,0465056
0,000214	-2,28262	0,000214	-1,28974	0,000214	-0,0434467
0,000216	-2,28133	0,000216	-1,29779	0,000216	-0,0448957
0,000218	-2,27779	0,000218	-1,30262	0,000218	-0,0452177
0,00022	-2,27956	0,00022	-1,31002	0,00022	-0,0457007
0,000222	-2,27747	0,000222	-1,31566	0,000222	-0,0444127
0,000224	-2,27698	0,000224	-1,32226	0,000224	-0,0473106
0,000226	-2,27505	0,000226	-1,32805	0,000226	-0,0477936
0,000228	-2,27618	0,000228	-1,33417	0,000228	-0,0494036
0,00023	-2,27296	0,00023	-1,33981	0,00023	-0,0473106
0,000232	-2,27183	0,000232	-1,34512	0,000232	-0,0482766
0,000234	-2,27038	0,000234	-1,35075	0,000234	-0,0474716
0,000236	-2,26909	0,000236	-1,35623	0,000236	-0,0489206
0,000238	-2,26781	0,000238	-1,3609	0,000238	-0,0463446
0,00024	-2,26781	0,00024	-1,36718	0,00024	-0,0487596
0,000242	-2,267	0,000242	-1,37217	0,000242	-0,0482766
0,000244	-2,26636	0,000244	-1,37651	0,000244	-0,0485986
0,000246	-2,26829	0,000246	-1,38215	0,000246	-0,0482766
0,000248	-2,267	0,000248	-1,3873	0,000248	-0,0506916
0,00025	-2,26137	0,00025	-1,39117	0,00025	-0,0518186
0,000252	-2,26249	0,000252	-1,396	0,000252	-0,0473106
0,000254	-2,25943	0,000254	-1,40163	0,000254	-0,0526236
0,000256	-2,26072	0,000256	-1,40533	0,000256	-0,0490816
0,000258	-2,25847	0,000258	-1,40968	0,000258	-0,0503696
0,00026	-2,26185	0,00026	-1,41403	0,00026	-0,0513356
0,000262	-2,25976	0,000262	-1,41789	0,000262	-0,0505306
0,000264	-2,25686	0,000264	-1,42272	0,000264	-0,0484376
0,000266	-2,25621	0,000266	-1,42675	0,000266	-0,0511746
0,000268	-2,25493	0,000268	-1,43013	0,000268	-0,0495646
0,00027	-2,25686	0,00027	-1,43431	0,00027	-0,0513356
0,000272	-2,25702	0,000272	-1,43802	0,000272	-0,0527846
0,000274	-2,25493	0,000274	-1,44156	0,000274	-0,0531066
0,000276	-2,2538	0,000276	-1,44591	0,000276	-0,0466666
0,000278	-2,25138	0,000278	-1,44896	0,000278	-0,0521406
0,00028	-2,25074	0,00028	-1,45299	0,00028	-0,0513356
0,000282	-2,24961	0,000282	-1,45556	0,000282	-0,0518186
0,000284	-2,24849	0,000284	-1,45959	0,000284	-0,0527846
0,000286	-2,24832	0,000286	-1,46297	0,000286	-0,0529456
0,000288	-2,24865	0,000288	-1,46603	0,000288	-0,0510136
0,00029	-2,24865	0,00029	-1,46925	0,00029	-0,0518186
0,000292	-2,24913	0,000292	-1,47311	0,000292	-0,0505306
0,000294	-2,24736	0,000294	-1,47585	0,000294	-0,0534286
0,000296	-2,24623	0,000296	-1,47891	0,000296	-0,0543946
0,000298	-2,24446	0,000298	-1,48149	0,000298	-0,0540726
0,0003	-2,24543	0,0003	-1,48438	0,0003	-0,0531066
0,000302	-2,24543	0,000302	-1,48728	0,000302	-0,0545556
0,000304	-2,24462	0,000304	-1,4905	0,000304	-0,0558436
0,000306	-2,24301	0,000306	-1,49308	0,000306	-0,0543946
0,000308	-2,24301	0,000308	-1,49598	0,000308	-0,0556826
0,00031	-2,24414	0,00031	-1,49823	0,00031	-0,0551996
0,000312	-2,24285	0,000312	-1,50081	0,000312	-0,0534286
0,000314	-2,24205	0,000314	-1,5037	0,000314	-0,0553606
0,000316	-2,2406	0,000316	-1,5058	0,000316	-0,0572926
0,000318	-2,2414	0,000318	-1,50918	0,000318	-0,0571316
0,00032	-2,23915	0,00032	-1,51063	0,00032	-0,0553606
0,000322	-2,23931	0,000322	-1,5132	0,000322	-0,0543946
0,000324	-2,23866	0,000324	-1,51546	0,000324	-0,0561656
0,000326	-2,23979	0,000326	-1,51787	0,000326	-0,0540726
0,000328	-2,23738	0,000328	-1,52013	0,000328	-0,0563266
0,00033	-2,23866	0,00033	-1,52286	0,00033	-0,0543946
0,000332	-2,23979	0,000332	-1,52431	0,000332	-0,0529456
0,000334	-2,23883	0,000334	-1,52657	0,000334	-0,0532676
0,000336	-2,23657	0,000336	-1,52834	0,000336	-0,0545556
0,000338	-2,2385	0,000338	-1,5314	0,000338	-0,0535896
0,00034	-2,23673	0,00034	-1,53236	0,00034	-0,0550386
0,000342	-2,23689	0,000342	-1,53429	0,000342	-0,0587415
0,000344	-2,23448	0,000344	-1,53687	0,000344	-0,0551996
0,000346	-2,234	0,000346	-1,53848	0,000346	-0,0537506
0,000348	-2,23448	0,000348	-1,54057	0,000348	-0,0568096
0,00035	-2,23673	0,00035	-1,54202	0,00035	-0,0584195
0,000352	-2,23544	0,000352	-1,54411	0,000352	-0,0511746
0,000354	-2,23222	0,000354	-1,5454	0,000354	-0,0577756
0,000356	-2,23432	0,000356	-1,54733	0,000356	-0,0542336
0,000358	-2,23448	0,000358	-1,54959	0,000358	-0,0547166
0,00036	-2,23158	0,00036	-1,55088	0,00036	-0,0571316
0,000362	-2,23383	0,000362	-1,55249	0,000362	-0,0568096
0,000364	-2,23061	0,000364	-1,55394	0,000364	-0,0532676
0,000366	-2,23206	0,000366	-1,55571	0,000366	-0,0574536
0,000368	-2,23335	0,000368	-1,55716	0,000368	-0,0555216
0,00037	-2,23029	0,00037	-1,55828	0,00037	-0,0569706
0,000372	-2,23271	0,000372	-1,56005	0,000372	-0,0551996
0,000374	-2,23174	0,000374	-1,56182	0,000374	-0,0542336
0,000376	-2,23222	0,000376	-1,56279	0,000376	-0,0574536
0,000378	-2,23045	0,000378	-1,56392	0,000378	-0,0582586
0,00038	-2,22981	0,00038	-1,56601	0,00038	-0,0598685
0,000382	-2,22917	0,000382	-1,56714	0,000382	-0,0584195
0,000384	-2,2311	0,000384	-1,56843	0,000384	-0,0597075
0,000386	-2,22997	0,000386	-1,56987	0,000386	-0,0597075
0,000388	-2,23255	0,000388	-1,57116	0,000388	-0,0598685
0,00039	-2,22788	0,00039	-1,57229	0,00039	-0,0576146
0,000392	-2,22852	0,000392	-1,57342	0,000392	-0,0576146
0,000394	-2,22756	0,000394	-1,5747	0,000394	-0,0571316
0,000396	-2,23013	0,000396	-1,57567	0,000396	-0,0600295
0,000398	-2,22627	0,000398	-1,5768	0,000398	-0,0603515
0,0004	-2,22756	0,0004	-1,57809	0,0004	-0,0553606
0,000402	-2,23319	0,000402	-1,57905	0,000402	-0,0572926
0,000404	-2,22981	0,000404	-1,5805	0,000404	-0,0569706
0,000406	-2,22723	0,000406	-1,58131	0,000406	-0,0572926
0,000408	-2,22562	0,000408	-1,58259	0,000408	-0,0580976
0,00041	-2,22723	0,00041	-1,58356	0,00041	-0,0605125
0,000412	-2,22643	0,000412	-1,5842	0,000412	-0,0579366
0,000414	-2,22578	0,000414	-1,58533	0,000414	-0,0584195
0,000416	-2,2282	0,000416	-1,5863	0,000416	-0,0572926
0,000418	-2,22643	0,000418	-1,58758	0,000418	-0,0585805
0,00042	-2,22788	0,00042	-1,58823	0,00042	-0,0584195
0,000422	-2,22884	0,000422	-1,58919	0,000422	-0,0592245
0,000424	-2,22739	0,000424	-1,59032	0,000424	-0,0592245
0,000426	-2,22434	0,000426	-1,59096	0,000426	-0,0585805
0,000428	-2,22611	0,000428	-1,59161	0,000428	-0,0564876
0,00043	-2,22884	0,00043	-1,59225	0,00043	-0,0600295
0,000432	-2,22627	0,000432	-1,59386	0,000432	-0,0589025
0,000434	-2,22385	0,000434	-1,59467	0,000434	-0,0593855
0,000436	-2,22691	0,000436	-1,59531	0,000436	-0,0593855
0,000438	-2,2224	0,000438	-1,59579	0,000438	-0,0597075
0,00044	-2,22176	0,00044	-1,5966	0,00044	-0,0619615
0,000442	-2,22466	0,000442	-1,59724	0,000442	-0,0593855
0,000444	-2,22482	0,000444	-1,59853	0,000444	-0,0593855
0,000446	-2,2245	0,000446	-1,59918	0,000446	-0,0585805
0,000448	-2,22256	0,000448	-1,59966	0,000448	-0,0600295
0,00045	-2,22385	0,00045	-1,60079	0,00045	-0,0577756
0,000452	-2,22385	0,000452	-1,60095	0,000452	-0,0584195
0,000454	-2,22578	0,000454	-1,60207	0,000454	-0,0601905
0,000456	-2,22273	0,000456	-1,6024	0,000456	-0,0592245
0,000458	-2,22434	0,000458	-1,60304	0,000458	-0,0589025
0,00046	-2,22321	0,00046	-1,60368	0,00046	-0,0590635
0,000462	-2,2245	0,000462	-1,60417	0,000462	-0,0613175
0,000464	-2,2245	0,000464	-1,60529	0,000464	-0,0605125
0,000466	-2,22466	0,000466	-1,60529	0,000466	-0,0605125
0,000468	-2,22321	0,000468	-1,60562	0,000468	-0,0590635
0,00047	-2,22273	0,00047	-1,60658	0,00047	-0,0582586
0,000472	-2,22417	0,000472	-1,60739	0,000472	-0,0600295
0,000474	-2,22482	0,000474	-1,60771	0,000474	-0,0624445
0,000476	-2,22289	0,000476	-1,60851	0,000476	-0,0645375
0,000478	-2,2224	0,000478	-1,60884	0,000478	-0,0614785
0,00048	-2,22095	0,00048	-1,609	0,00048	-0,0595465
0,000482	-2,22031	0,000482	-1,6098	0,000482	-0,0600295
0,000484	-2,22305	0,000484	-1,61077	0,000484	-0,0597075
0,000486	-2,22095	0,000486	-1,61061	0,000486	-0,0598685
0,000488	-2,22224	0,000488	-1,61125	0,000488	-0,0590635
0,00049	-2,22385	0,00049	-1,61189	0,00049	-0,0584195
0,000492	-2,22256	0,000492	-1,61238	0,000492	-0,0600295
0,000494	-2,22401	0,000494	-1,61238	0,000494	-0,0608345
0,000496	-2,2224	0,000496	-1,61286	0,000496	-0,0613175
0,000498	-2,20534	0,000498	-1,6135	0,000498	2,17723
0,0005	2,11219	0,0005	-1,42964	0,0005	2,79935
0,000502	2,3033	0,000502	-1,358	0,000502	1,93637
0,000504	2,42469	0,000504	-1,2907	0,000504	1,33181
0,000506	2,50858	0,000506	-1,22131	0,000506	0,919168
0,000508	2,56557	0,000508	-1,1574	0,000508	0,635969
0,00051	2,60212	0,00051	-1,09718	0,00051	0,430534
0,000512	2,62563	0,000512	-1,03375	0,000512	0,293524
0,000514	2,63899	0,000514	-0,978043	0,000514	0,190968
0,000516	2,64575	0,000516	-0,91622	0,000516	0,12045
0,000518	2,64623	0,000518	-0,861963	0,000518	0,0703795
0,00052	2,64688	0,00052	-0,807868	0,00052	0,0383407
0,000522	2,64269	0,000522	-0,755221	0,000522	0,0141909
0,000524	2,64076	0,000524	-0,704668	0,000524	-0,001426
0,000526	2,63287	0,000526	-0,651699	0,000526	-0,0115689
0,000528	2,62595	0,000528	-0,605654	0,000528	-0,0173649
0,00053	2,61806	0,00053	-0,555422	0,00053	-0,0228388
0,000532	2,61371	0,000532	-0,510504	0,000532	-0,0244488
0,000534	2,6055	0,000534	-0,463331	0,000534	-0,0281518
0,000536	2,59665	0,000536	-0,417124	0,000536	-0,0267028
0,000538	2,58827	0,000538	-0,376392	0,000538	-0,0276688
0,00054	2,58215	0,00054	-0,331956	0,00054	-0,0262198
0,000542	2,57523	0,000542	-0,290902	0,000542	-0,0221948
0,000544	2,56799	0,000544	-0,250652	0,000544	-0,0246098
0,000546	2,56219	0,000546	-0,212817	0,000546	-0,0220338
0,000548	2,55237	0,000548	-0,173534	0,000548	-0,0201019
0,00055	2,54706	0,00055	-0,13425	0,00055	-0,0157549
0,000552	2,5411	0,000552	-0,0967372	0,000552	-0,0180089
0,000554	2,53691	0,000554	-0,0621225	0,000554	-0,0168819
0,000556	2,52387	0,000556	-0,0273468	0,000556	-0,0146279
0,000558	2,52146	0,000558	0,00903892	0,000558	-0,0138229
0,00056	2,51711	0,00056	0,0417217	0,00056	-0,0130179
0,000562	2,50874	0,000562	0,0740824	0,000562	-0,0109249
0,000564	2,50246	0,000564	0,108375	0,000564	-0,00947594
0,000566	2,49827	0,000566	0,139126	0,000566	-0,0104419
0,000568	2,49215	0,000568	0,170199	0,000568	-0,00722196
0,00057	2,48652	0,00057	0,201272	0,00057	-0,00641696
0,000572	2,48443	0,000572	0,230734	0,000572	-0,00207
0,000574	2,47573	0,000574	0,257621	0,000574	-0,00207
0,000576	2,47026	0,000576	0,286118	0,000576	-0,001265
0,000578	2,46462	0,000578	0,31381	0,000578	-0,001426
0,00058	2,46076	0,00058	0,340375	0,00058	0,00114998
0,000582	2,45496	0,000582	0,367262	0,000582	0,00292097
0,000584	2,45061	0,000584	0,394309	0,000584	0,00211597
0,000586	2,44514	0,000586	0,419908	0,000586	0,00517495
0,000588	2,44369	0,000588	0,443897	0,000588	0,00565794
0,00059	2,43645	0,00059	0,467886	0,00059	0,00662394
0,000592	2,43596	0,000592	0,492036	0,000592	0,00662394
0,000594	2,42985	0,000594	0,512805	0,000594	0,00791193
0,000596	2,42743	0,000596	0,537438	0,000596	0,0100049
0,000598	2,41986	0,000598	0,559334	0,000598	0,0106489
0,0006	2,41809	0,0006	0,581229	0,0006	0,0137079
0,000602	2,41294	0,000602	0,602481	0,000602	0,0132249
0,000604	2,40827	0,000604	0,622928	0,000604	0,0124199
0,000606	2,40714	0,000606	0,64418	0,000606	0,0154789
0,000608	2,40392	0,000608	0,662534	0,000608	0,0145129
0,00061	2,39974	0,00061	0,683142	0,00061	0,0174109
0,000612	2,39571	0,000612	0,702462	0,000612	0,0175719
0,000614	2,39088	0,000614	0,720333	0,000614	0,0158009
0,000616	2,38782	0,000616	0,739975	0,000616	0,0201478
0,000618	2,38573	0,000618	0,757363	0,000618	0,0203088
0,00062	2,3801	0,00062	0,77459	0,00062	0,0185378
0,000622	2,37832	0,000622	0,791334	0,000622	0,0238508
0,000624	2,37575	0,000624	0,808561	0,000624	0,0228848
0,000626	2,37156	0,000626	0,8245	0,000626	0,0240118
0,000628	2,36931	0,000628	0,8406	0,000628	0,0224018
0,00063	2,36609	0,00063	0,857666	0,00063	0,0269098
0,000632	2,36351	0,000632	0,8728	0,000632	0,0254608
0,000634	2,36255	0,000634	0,886163	0,000634	0,0267488
0,000636	2,35723	0,000636	0,901619	0,000636	0,0257828
0,000638	2,35514	0,000638	0,91627	0,000638	0,0254608
0,00064	2,35353	0,00064	0,929794	0,00064	0,0273928
0,000642	2,35095	0,000642	0,944928	0,000642	0,0291638
0,000644	2,34661	0,000644	0,958613	0,000644	0,0275538
0,000646	2,34693	0,000646	0,971976	0,000646	0,0304518
0,000648	2,34789	0,000648	0,986788	0,000648	0,0322227
0,00065	2,34178	0,00065	0,997736	0,00065	0,0304518
0,000652	2,3363	0,000652	1,01062	0,000652	0,0339937
0,000654	2,33727	0,000654	1,02285	0,000654	0,0322227
0,000656	2,33212	0,000656	1,03444	0,000656	0,0360867
0,000658	2,33115	0,000658	1,04636	0,000658	0,0328667
0,00066	2,33051	0,00066	1,05747	0,00066	0,0341547
0,000662	2,32503	0,000662	1,06954	0,000662	0,0327057
0,000664	2,32487	0,000664	1,08097	0,000664	0,0347987
0,000666	2,32213	0,000666	1,09112	0,000666	0,0351207
0,000668	2,32149	0,000668	1,1011	0,000668	0,0359257
0,00067	2,31569	0,00067	1,11188	0,00067	0,0375357
0,000672	2,31698	0,000672	1,12235	0,000672	0,0352817
0,000674	2,31489	0,000674	1,13265	0,000674	0,0370527
0,000676	2,31215	0,000676	1,14264	0,000676	0,0383407
0,000678	2,3107	0,000678	1,15069	0,000678	0,0376967
0,00068	2,31086	0,00068	1,16147	0,00068	0,0375357
0,000682	2,30845	0,000682	1,17033	0,000682	0,0378577
0,000684	2,3078	0,000684	1,17934	0,000684	0,0405947
0,000686	2,30587	0,000686	1,18836	0,000686	0,0412387
0,000688	2,30233	0,000688	1,19689	0,000688	0,0383407
0,00069	2,30153	0,00069	1,20526	0,00069	0,0401117
0,000692	2,30136	0,000692	1,21412	0,000692	0,0420437
0,000694	2,29814	0,000694	1,2212	0,000694	0,0422047
0,000696	2,29927	0,000696	1,2307	0,000696	0,0420437
0,000698	2,29573	0,000698	1,2373	0,000698	0,0422047
0,0007	2,29444	0,0007	1,24519	0,0007	0,0436537
0,000702	2,29219	0,000702	1,2534	0,000702	0,0430097
0,000704	2,28752	0,000704	1,26081	0,000704	0,0434927
0,000706	2,28977	0,000706	1,26693	0,000706	0,0425267
0,000708	2,28913	0,000708	1,27514	0,000708	0,0467126
0,00071	2,28704	0,00071	1,28142	0,00071	0,0459076
0,000712	2,28704	0,000712	1,28882	0,000712	0,0452636
0,000714	2,28639	0,000714	1,29543	0,000714	0,0441366
0,000716	2,28478	0,000716	1,3017	0,000716	0,0468736
0,000718	2,28575	0,000718	1,30847	0,000718	0,0481616
0,00072	2,28301	0,00072	1,31539	0,00072	0,0460686
0,000722	2,27899	0,000722	1,32119	0,000722	0,0449416
0,000724	2,28043	0,000724	1,32698	0,000724	0,0476786
0,000726	2,27899	0,000726	1,33358	0,000726	0,0468736
0,000728	2,27866	0,000728	1,3389	0,000728	0,0462296
0,00073	2,27512	0,00073	1,34421	0,00073	0,0480006
0,000732	2,2748	0,000732	1,35081	0,000732	0,0468736
0,000734	2,27287	0,000734	1,35564	0,000734	0,0451026
0,000736	2,27158	0,000736	1,36047	0,000736	0,0465516
0,000738	2,27158	0,000738	1,3661	0,000738	0,0481616
0,00074	2,26997	0,00074	1,37142	0,00074	0,0505766
0,000742	2,27319	0,000742	1,37689	0,000742	0,0476786
0,000744	2,27142	0,000744	1,38124	0,000744	0,0488056
0,000746	2,27077	0,000746	1,38623	0,000746	0,0468736
0,000748	2,26707	0,000748	1,3917	0,000748	0,0480006
0,00075	2,26643	0,00075	1,39557	0,00075	0,0504156
0,000752	2,26707	0,000752	1,40056	0,000752	0,0521866
0,000754	2,26498	0,000754	1,40539	0,000754	0,0484836
0,000756	2,26643	0,000756	1,4099	0,000756	0,0507376
0,000758	2,26369	0,000758	1,41408	0,000758	0,0502546
0,00076	2,26449	0,00076	1,41811	0,00076	0,0497716
0,000762	2,26127	0,000762	1,42245	0,000762	0,0536356
0,000764	2,26079	0,000764	1,42616	0,000764	0,0517036
0,000766	2,2595	0,000766	1,43034	0,000766	0,0523476
0,000768	2,25886	0,000768	1,43485	0,000768	0,0494496
0,00077	2,25838	0,00077	1,43775	0,00077	0,0541186
0,000772	2,25902	0,000772	1,44226	0,000772	0,0515426
0,000774	2,2558	0,000774	1,44628	0,000774	0,0512206
0,000776	2,25596	0,000776	1,44934	0,000776	0,0520256
0,000778	2,25725	0,000778	1,45288	0,000778	0,0549236
0,00078	2,25451	0,00078	1,45626	0,00078	0,0529916
0,000782	2,25548	0,000782	1,46045	0,000782	0,0520256
0,000784	2,25403	0,000784	1,46383	0,000784	0,0510596
0,000786	2,25548	0,000786	1,46754	0,000786	0,0528306
0,000788	2,25355	0,000788	1,46995	0,000788	0,0544406
0,00079	2,25258	0,00079	1,47349	0,00079	0,0523476
0,000792	2,25081	0,000792	1,47655	0,000792	0,0557286
0,000794	2,25226	0,000794	1,48009	0,000794	0,0552456
0,000796	2,25097	0,000796	1,48219	0,000796	0,0529916
0,000798	2,24582	0,000798	1,48557	0,000798	0,0494496
0,0008	2,24872	0,0008	1,48879	0,0008	0,0533136
0,000802	2,25274	0,000802	1,49136	0,000802	0,0557286
0,000804	2,24646	0,000804	1,49362	0,000804	0,0531526
0,000806	2,24775	0,000806	1,49716	0,000806	0,0554066
0,000808	2,24984	0,000808	1,49957	0,000808	0,0555676
0,00081	2,24727	0,00081	1,50231	0,00081	0,0542796
0,000812	2,24791	0,000812	1,50489	0,000812	0,0534746
0,000814	2,24421	0,000814	1,50698	0,000814	0,0549236
0,000816	2,24534	0,000816	1,50972	0,000816	0,0560506
0,000818	2,24534	0,000818	1,51213	0,000818	0,0531526
0,00082	2,24405	0,00082	1,5139	0,00082	0,0555676
0,000822	2,24501	0,000822	1,51728	0,000822	0,0568556
0,000824	2,24469	0,000824	1,51873	0,000824	0,0562116
0,000826	2,24501	0,000826	1,52211	0,000826	0,0560506
0,000828	2,24163	0,000828	1,52372	0,000828	0,0552456
