Time - V_S	Amplitude - V_S	Time - V_R	Amplitude - V_R	Time - V_C	Amplitude - V_C
0,000254	-2,4536	0,000254	-0,361741	0,000254	-0,00528997
0,000256	-2,44877	0,000256	-0,389433	0,000256	-0,00335799
0,000258	-2,44313	0,000258	-0,416641	0,000258	-0,00384098
0,00026	-2,43879	0,00026	-0,440308	0,00026	-0,00561197
0,000262	-2,43203	0,000262	-0,467839	0,000262	-0,00738295
0,000264	-2,42752	0,000264	-0,490379	0,000264	-0,00657796
0,000266	-2,42494	0,000266	-0,515495	0,000266	-0,00786595
0,000268	-2,42204	0,000268	-0,539966	0,000268	-0,0115689
0,00027	-2,41818	0,00027	-0,562184	0,00027	-0,0109249
0,000272	-2,41013	0,000272	-0,584724	0,000272	-0,0128569
0,000274	-2,41045	0,000274	-0,606137	0,000274	-0,0135009
0,000276	-2,40321	0,000276	-0,62932	0,000276	-0,0131789
0,000278	-2,39983	0,000278	-0,650411	0,000278	-0,0149499
0,00028	-2,39983	0,00028	-0,670214	0,00028	-0,0147889
0,000282	-2,39065	0,000282	-0,691627	0,000282	-0,0173649
0,000284	-2,3892	0,000284	-0,711108	0,000284	-0,0183309
0,000286	-2,38453	0,000286	-0,728657	0,000286	-0,0157549
0,000288	-2,38276	0,000288	-0,749264	0,000288	-0,0220338
0,00029	-2,37809	0,00029	-0,767296	0,00029	-0,0181699
0,000292	-2,37439	0,000292	-0,78404	0,000292	-0,0225168
0,000294	-2,37342	0,000294	-0,803199	0,000294	-0,0207458
0,000296	-2,3702	0,000296	-0,819621	0,000296	-0,0210678
0,000298	-2,36585	0,000298	-0,83894	0,000298	-0,0241268
0,0003	1,87986	0,0003	-0,679874	0,0003	3,08047
0,000302	2,13167	0,000302	-0,626905	0,000302	2,1344
0,000304	2,26707	0,000304	-0,576835	0,000304	1,48251
0,000306	2,35965	0,000306	-0,526603	0,000306	1,03525
0,000308	2,42196	0,000308	-0,47605	0,000308	0,720655
0,00031	2,47026	0,00031	-0,427428	0,00031	0,501213
0,000312	2,49682	0,000312	-0,381544	0,000312	0,345044
0,000314	2,51582	0,000314	-0,337269	0,000314	0,237979
0,000316	2,52548	0,000316	-0,290741	0,000316	0,163276
0,000318	2,53208	0,000318	-0,248559	0,000318	0,109019
0,00032	2,53257	0,00032	-0,205572	0,00032	0,0710234
0,000322	2,53369	0,000322	-0,16323	0,000322	0,0470346
0,000324	2,5316	0,000324	-0,125073	0,000324	0,0294858
0,000326	2,52613	0,000326	-0,0873993	0,000326	0,0167669
0,000328	2,52274	0,000328	-0,0481156	0,000328	0,00968291
0,00033	2,51969	0,00033	-0,0112469	0,00033	0,00581894
0,000332	2,51486	0,000332	0,0257828	0,000332	0,00114998
0,000334	2,50745	0,000334	0,0610415	0,000334	-0,00223099
0,000336	2,50214	0,000336	0,0956563	0,000336	-0,00335799
0,000338	2,49731	0,000338	0,1285	0,000338	-0,00303599
0,00034	2,49135	0,00034	0,160539	0,00034	-0,00335799
0,000342	2,487	0,000342	0,193383	0,000342	-0,001426
0,000344	2,48233	0,000344	0,224294	0,000344	-0,00239199
0,000346	2,4746	0,000346	0,255367	0,000346	0,000505984
0,000348	2,4701	0,000348	0,285152	0,000348	-0,000299009
0,00035	2,46398	0,00035	0,313005	0,00035	-0,000460008
0,000352	2,46156	0,000352	0,342468	0,000352	0,00114998
0,000354	2,45126	0,000354	0,369998	0,000354	0,00195497
0,000356	2,45174	0,000356	0,395919	0,000356	0,00404796
0,000358	2,44321	0,000358	0,42345	0,000358	0,00581894
0,00036	2,4387	0,00036	0,447922	0,00036	0,00420896
0,000362	2,43596	0,000362	0,474165	0,000362	0,00871692
0,000364	2,43371	0,000364	0,498637	0,000364	0,00855592
0,000366	2,4292	0,000366	0,522626	0,000366	0,00919992
0,000368	2,42131	0,000368	0,545649	0,000368	0,00823392
0,00037	2,41986	0,00037	0,570121	0,00037	0,0103269
0,000372	2,41487	0,000372	0,591855	0,000372	0,0137079
0,000374	2,41052	0,000374	0,612463	0,000374	0,0127419
0,000376	2,40827	0,000376	0,634681	0,000376	0,0146739
0,000378	2,40376	0,000378	0,655933	0,000378	0,0164449
0,00038	2,40038	0,00038	0,675897	0,00038	0,0175719
0,000382	2,39652	0,000382	0,696827	0,000382	0,0156399
0,000384	2,39378	0,000384	0,714698	0,000384	0,0162839
0,000386	2,38847	0,000386	0,735789	0,000386	0,0211138
0,000388	2,38589	0,000388	0,754626	0,000388	0,0201478
0,00039	2,38251	0,00039	0,772819	0,00039	0,0180548
0,000392	2,378	0,000392	0,790529	0,000392	0,0217578
0,000394	2,37559	0,000394	0,808239	0,000394	0,0211138
0,000396	2,37092	0,000396	0,82611	0,000396	0,0238508
0,000398	2,37076	0,000398	0,84221	0,000398	0,0204698
