Time - V_C	Amplitude - V_C	Time - V_R	Amplitude - V_R	Time - V_S	Amplitude - V_S
0,01684	2,05613	0,01684	1,44823	0,01684	-0,000914315
0,01686	2,0616	0,01686	1,45789	0,01686	-0,00171903
0,01688	2,07367	0,01688	1,46642	0,01688	-0,00413319
0,0169	2,08461	0,0169	1,47511	0,0169	-0,0012362
0,01692	2,09154	0,01692	1,48348	0,01692	-0,00461603
0,01694	2,10151	0,01694	1,49201	0,01694	-0,00220187
0,01696	2,10827	0,01696	1,50038	0,01696	-0,00381131
0,01698	2,11616	0,01698	1,50762	0,01698	-0,00236281
0,017	2,12936	0,017	1,51535	0,017	-0,00365036
0,01702	2,13982	0,01702	1,52291	0,01702	-0,00477697
0,01704	2,14304	0,01704	1,52951	0,01704	-0,000592427
0,01706	2,15575	0,01706	1,53675	0,01706	0,000856069
0,01708	2,1609	0,01708	1,54351	0,01708	-0,000270539
0,0171	2,1638	0,0171	1,54963	0,0171	-0,00445508
0,01712	2,17314	0,01712	1,55574	0,01712	-0,00461603
0,01714	2,18022	0,01714	1,56154	0,01714	0,00101701
0,01716	2,18376	0,01716	1,56717	0,01716	-0,0012362
0,01718	2,19261	0,01718	1,5728	0,01718	-0,00493791
0,0172	2,19438	0,0172	1,57779	0,0172	0,000373237
0,01722	2,2005	0,01722	1,58278	0,01722	-0,00155809
0,01724	2,20452	0,01724	1,58697	0,01724	0,00214362
0,01726	2,20887	0,01726	1,59115	0,01726	-0,00139715
0,01728	2,21225	0,01728	1,59566	0,01728	0,00166079
0,0173	2,21579	0,0173	1,5992	0,0173	-0,00139715
0,01732	2,22045	0,01732	1,60274	0,01732	5,13E-05
0,01734	2,2256	0,01734	1,60596	0,01734	-0,000431483
0,01736	2,22448	0,01736	1,60902	0,01736	-0,00204092
0,01738	2,23043	0,01738	1,61175	0,01738	5,13E-05
0,0174	2,22689	0,0174	1,61465	0,0174	0,00101701
0,01742	2,22737	0,01742	1,6169	0,01742	-0,00381131
0,01744	2,23252	0,01744	1,61916	0,01744	0,000212293
0,01746	2,23092	0,01746	1,62077	0,01746	5,13E-05
0,01748	2,2314	0,01748	1,62238	0,01748	-0,00300659
0,0175	2,23092	0,0175	1,6235	0,0175	-0,00413319
0,01752	2,22947	0,01752	1,62479	0,01752	-0,000753371
0,01754	2,23269	0,01754	1,62559	0,01754	-0,00107526
0,01756	2,23108	0,01756	1,62592	0,01756	-0,00204092
0,01758	2,22432	0,01758	1,62592	0,01758	0,0013389
0,0176	2,22786	0,0176	1,62608	0,0176	-0,00171903
0,01762	2,22303	0,01762	1,62576	0,01762	0,0013389
0,01764	2,22158	0,01764	1,62495	0,01764	0,00359212
0,01766	2,21691	0,01766	1,62415	0,01766	0,00487967
0,01768	2,21643	0,01768	1,62302	0,01768	0,000212293
0,0177	2,21241	0,0177	1,62189	0,0177	-0,000753371
0,01772	2,20806	0,01772	1,61996	0,01772	0,00214362
0,01774	2,20452	0,01774	1,61835	0,01774	0,00166079
0,01776	2,20339	0,01776	1,61594	0,01776	0,000373237
0,01778	2,19164	0,01778	1,61368	0,01778	0,00198268
0,0178	2,18665	0,0178	1,61079	0,0178	-0,00171903
0,01782	2,18279	0,01782	1,60821	0,01782	0,00230456
0,01784	2,17812	0,01784	1,60467	0,01784	-0,000914315
0,01786	2,17153	0,01786	1,60129	0,01786	0,00568439
0,01788	2,16203	0,01788	1,59743	0,01788	0,000212293
0,0179	2,15044	0,0179	1,59357	0,0179	0,00359212
0,01792	2,15044	0,01792	1,5889	0,01792	0,000212293
0,01794	2,14256	0,01794	1,58471	0,01794	-0,000592427
0,01796	2,13274	0,01796	1,57973	0,01796	0,000212293
0,01798	2,12405	0,01798	1,57506	0,01798	0,0013389
0,018	2,11375	0,018	1,56942	0,018	0,000695125
0,01802	2,10361	0,01802	1,56444	0,01802	5,13E-05
0,01804	2,09524	0,01804	1,55816	0,01804	-0,0026847
0,01806	2,08622	0,01806	1,55253	0,01806	0,00552344
0,01808	2,07946	0,01808	1,54593	0,01808	0,0013389
0,0181	2,06369	0,0181	1,53981	0,0181	0,00343117
0,01812	2,05661	0,01812	1,53257	0,01812	0,00455778
0,01814	2,04325	0,01814	1,52613	0,01814	-0,000914315
0,01816	2,03054	0,01816	1,51824	0,01816	0,00117796
0,01818	2,02185	0,01818	1,51084	0,01818	0,00262645
0,0182	2,00672	0,0182	1,50344	0,0182	0,000212293
0,01822	1,99722	0,01822	1,49587	0,01822	0,00182173
0,01824	1,97903	0,01824	1,4875	0,01824	-0,000109595
0,01826	1,97211	0,01826	1,47913	0,01826	0,00648911
0,01828	1,95714	0,01828	1,47028	0,01828	-0,00155809
0,0183	1,9462	0,0183	1,46159	0,0183	0,000373237
0,01832	1,92447	0,01832	1,45226	0,01832	0,00455778
0,01834	1,91256	0,01834	1,44292	0,01834	0,00520156
0,01836	1,90291	0,01836	1,43343	0,01836	0,00327023
0,01838	1,8889	0,01838	1,42329	0,01838	0,00552344
0,0184	1,87023	0,0184	1,41299	0,0184	0,00198268
0,01842	1,85704	0,01842	1,40268	0,01842	0,00375306
0,01844	1,83692	0,01844	1,39238	0,01844	0,00117796
0,01846	1,82485	0,01846	1,38176	0,01846	0,00487967
0,01848	1,80521	0,01848	1,37098	0,01848	0,00600627
0,0185	1,78815	0,0185	1,36019	0,0185	0,00471872
0,01852	1,77061	0,01852	1,34877	0,01852	0,00343117
0,01854	1,75371	0,01854	1,33702	0,01854	0,00149984
0,01856	1,73777	0,01856	1,32543	0,01856	0,00182173
0,01858	1,71766	0,01858	1,31336	0,01858	0,00230456
0,0186	1,7043	0,0186	1,30129	0,0186	0,00761571
0,01862	1,68563	0,01862	1,2889	0,01862	0,00632816
0,01864	1,66631	0,01864	1,27602	0,01864	0,00487967
0,01866	1,64829	0,01866	1,26331	0,01866	0,003914
0,01868	1,62624	0,01868	1,25059	0,01868	0,00520156
0,0187	1,60918	0,0187	1,23739	0,0187	0,003914
0,01872	1,58906	0,01872	1,22387	0,01872	0,0027874
0,01874	1,56717	0,01874	1,21052	0,01874	0,00343117
0,01876	1,55108	0,01876	1,19651	0,01876	0,00230456
0,01878	1,52806	0,01878	1,18283	0,01878	0,00343117
0,0188	1,5081	0,0188	1,16835	0,0188	0,00262645
0,01882	1,48444	0,01882	1,15418	0,01882	0,00568439
0,01884	1,46256	0,01884	1,1397	0,01884	0,00214362
0,01886	1,44485	0,01886	1,12489	0,01886	0,00439684
0,01888	1,42377	0,01888	1,11009	0,01888	0,00343117
0,0189	1,39834	0,0189	1,09544	0,0189	0,00246551
0,01892	1,37677	0,01892	1,08015	0,01892	0,000695125
0,01894	1,3544	0,01894	1,06486	0,01894	0,00439684
0,01896	1,3338	0,01896	1,04893	0,01896	0,00101701
0,01898	1,3103	0,01898	1,03348	0,01898	0,0100299
0,019	1,29018	0,019	1,01706	0,019	0,00600627
0,01902	1,26572	0,01902	1,00161	0,01902	0,00471872
0,01904	1,24126	0,01904	0,985031	0,01904	0,00375306
0,01906	1,2242	0,01906	0,968615	0,01906	0,00552344
0,01908	1,19185	0,01908	0,952038	0,01908	0,00407495
0,0191	1,16352	0,0191	0,935621	0,0191	0,00632816
0,01912	1,14887	0,01912	0,918239	0,01912	0,00632816
0,01914	1,12216	0,01914	0,901823	0,01914	0,00648911
0,01916	1,09399	0,01916	0,884602	0,01916	0,000212293
0,01918	1,06534	0,01918	0,867381	0,01918	0,00310928
0,0192	1,04313	0,0192	0,849838	0,0192	0,00842043
0,01922	1,02253	0,01922	0,832616	0,01922	0,00471872
0,01924	0,997424	0,01924	0,815073	0,01924	0,00616722
0,01926	0,970063	0,01926	0,797209	0,01926	0,00745477
0,01928	0,942059	0,01928	0,779344	0,01928	0,00359212
0,0193	0,922102	0,0193	0,761157	0,0193	0,0079376
0,01932	0,893132	0,01932	0,74297	0,01932	0,0027874
0,01934	0,866093	0,01934	0,724944	0,01934	0,00504061
0,01936	0,845814	0,01936	0,706758	0,01936	0,00745477
0,01938	0,818775	0,01938	0,688249	0,01938	0,00487967
0,0194	0,788357	0,0194	0,669418	0,0194	0,0053625
0,01942	0,762123	0,01942	0,65091	0,01942	0,00262645
0,01944	0,736532	0,01944	0,632079	0,01944	0,00439684
0,01946	0,709333	0,01946	0,612766	0,01946	0,00455778
0,01948	0,683582	0,01948	0,593935	0,01948	0,00455778
0,0195	0,657509	0,0195	0,574944	0,0195	0,0100299
0,01952	0,631275	0,01952	0,555792	0,01952	0,0109955
0,01954	0,602144	0,01954	0,536639	0,01954	0,00825949
0,01956	0,573335	0,01956	0,517326	0,01956	0,00552344
0,01958	0,544686	0,01958	0,497852	0,01958	0,00697194
0,0196	0,516521	0,0196	0,478216	0,0196	0,00906421
0,01962	0,494472	0,01962	0,45842	0,01962	0,00842043
0,01964	0,465019	0,01964	0,438624	0,01964	0,00713288
0,01966	0,430899	0,01966	0,418667	0,01966	0,00584533
0,01968	0,407079	0,01968	0,398871	0,01968	0,00504061
0,0197	0,382455	0,0197	0,379075	0,0197	0,00584533
0,01972	0,351231	0,01972	0,359118	0,01972	0,0027874
0,01974	0,327573	0,01974	0,339	0,01974	0,00375306
0,01976	0,296027	0,01976	0,319042	0,01976	0,00616722
0,01978	0,269794	0,01978	0,298603	0,01978	0,003914
0,0198	0,242594	0,0198	0,278806	0,0198	0,00327023
0,01982	0,215073	0,01982	0,258527	0,01982	0,00697194
0,01984	0,181757	0,01984	0,237927	0,01984	0,0053625
0,01986	0,154397	0,01986	0,218131	0,01986	0,0079376
0,01988	0,124461	0,01988	0,197369	0,01988	0,00681099
0,0199	0,103699	0,0199	0,177251	0,0199	0,00310928
0,01992	0,0742465	0,01992	0,156972	0,01992	0,00713288
0,01994	0,0460813	0,01994	0,136693	0,01994	0,00471872
0,01996	0,0134097	0,01996	0,115931	0,01996	0,0053625
0,01998	-0,0113757	0,01998	0,0956521	0,01998	0,00600627
