Time - V_C	Amplitude - V_C	Time - V_R	Amplitude - V_R	Time - V_S	Amplitude - V_S
0,00832	1,92833	0,00832	1,45322	0,00832	0,00214362
0,00834	1,91836	0,00834	1,44373	0,00834	0,00600627
0,00836	1,90226	0,00836	1,43407	0,00836	0,00182173
0,00838	1,88729	0,00838	1,42441	0,00838	0,00455778
0,0084	1,87297	0,0084	1,41427	0,0084	0,00375306
0,00842	1,85784	0,00842	1,40429	0,00842	0,000373237
0,00844	1,84271	0,00844	1,39351	0,00844	0,00327023
0,00846	1,8242	0,00846	1,38321	0,00846	0,00149984
0,00848	1,80569	0,00848	1,3721	0,00848	0,00246551
0,0085	1,79411	0,0085	1,361	0,0085	0,000695125
0,00852	1,77721	0,00852	1,34973	0,00852	0,00600627
0,00854	1,75483	0,00854	1,33815	0,00854	0,0027874
0,00856	1,73987	0,00856	1,32656	0,00856	0,00166079
0,00858	1,72281	0,00858	1,31465	0,00858	0,00552344
0,0086	1,70639	0,0086	1,30274	0,0086	0,00487967
0,00862	1,68772	0,00862	1,29034	0,00862	0,00761571
0,00864	1,66712	0,00864	1,27747	0,00864	0,0027874
0,00866	1,64716	0,00866	1,26524	0,00866	0,00359212
0,00868	1,63042	0,00868	1,25204	0,00868	0,00552344
0,0087	1,60918	0,0087	1,239	0,0087	0,00471872
0,00872	1,58954	0,00872	1,22532	0,00872	0,00455778
0,00874	1,56781	0,00874	1,21229	0,00874	0,00407495
0,00876	1,54866	0,00876	1,19828	0,00876	0,00439684
0,00878	1,53064	0,00878	1,18428	0,00878	0,00439684
0,0088	1,50859	0,0088	1,17012	0,0088	0,00858138
0,00882	1,48541	0,00882	1,15628	0,00882	0,00520156
0,00884	1,46755	0,00884	1,14163	0,00884	0,00487967
0,00886	1,44485	0,00886	1,12731	0,00886	0,00504061
0,00888	1,42216	0,00888	1,11218	0,00888	0,00487967
0,0089	1,40864	0,0089	1,09737	0,0089	0,00552344
0,00892	1,37742	0,00892	1,08192	0,00892	0,0027874
0,00894	1,35408	0,00894	1,06663	0,00894	0,0079376
0,00896	1,33267	0,00896	1,05118	0,00896	0,00423589
0,00898	1,31095	0,00898	1,03525	0,00898	0,00665005
0,009	1,28729	0,009	1,01931	0,009	0,00149984
0,00902	1,26652	0,00902	1,0029	0,00902	0,00520156
0,00904	1,23965	0,00904	0,986963	0,00904	0,00504061
0,00906	1,2139	0,00906	0,970707	0,00906	0,003914
0,00908	1,1941	0,00908	0,954291	0,00908	0,00166079
0,0091	1,17141	0,0091	0,937713	0,0091	0,00632816
0,00912	1,14742	0,00912	0,920492	0,00912	0,00584533
0,00914	1,11926	0,00914	0,903915	0,00914	0,00407495
0,00916	1,09882	0,00916	0,886533	0,00916	0,0027874
0,00918	1,0758	0,00918	0,869634	0,00918	0,0053625
0,0092	1,0507	0,0092	0,852091	0,0092	0,00665005
0,00922	1,01867	0,00922	0,834548	0,00922	0,0079376
0,00924	0,998229	0,00924	0,817166	0,00924	0,0027874
0,00926	0,974248	0,00926	0,799301	0,00926	0,00423589
0,00928	0,947853	0,00928	0,781436	0,00928	0,00970799
0,0093	0,922746	0,0093	0,763249	0,0093	0,00842043
0,00932	0,897638	0,00932	0,745223	0,00932	0,0079376
0,00934	0,869634	0,00934	0,727359	0,00934	0,00359212
0,00936	0,842756	0,00936	0,708689	0,00936	0,0053625
0,00938	0,819741	0,00938	0,690341	0,00938	0,00294834
0,0094	0,792058	0,0094	0,671833	0,0094	0,0079376
0,00942	0,767595	0,00942	0,652841	0,00942	0,00584533
0,00944	0,739429	0,00944	0,634011	0,00944	0,00375306
0,00946	0,710298	0,00946	0,615341	0,00946	0,00182173
0,00948	0,683743	0,00948	0,596511	0,00948	0,00713288
0,0095	0,663946	0,0095	0,57768	0,0095	0,00890327
0,00952	0,632401	0,00952	0,557884	0,00952	0,00713288
0,00954	0,604719	0,00954	0,538732	0,00954	0,00809855
0,00956	0,576714	0,00956	0,519418	0,00956	0,00890327
0,00958	0,55032	0,00958	0,500105	0,00958	0,0053625
0,0096	0,52151	0,0096	0,48047	0,0096	0,0053625
0,00962	0,498334	0,00962	0,460513	0,00962	0,00648911
0,00964	0,466146	0,00964	0,440716	0,00964	0,00665005
0,00966	0,442487	0,00966	0,421242	0,00966	0,00600627
0,00968	0,412068	0,00968	0,401124	0,00968	0,00439684
0,0097	0,383259	0,0097	0,381328	0,0097	0,00471872
0,00972	0,357991	0,00972	0,361371	0,00972	0,00954704
0,00974	0,328538	0,00974	0,341414	0,00974	0,00809855
0,00976	0,302465	0,00976	0,321296	0,00976	0,00504061
0,00978	0,272852	0,00978	0,3015	0,00978	0,00487967
0,0098	0,245169	0,0098	0,281221	0,0098	0,00954704
0,00982	0,214751	0,00982	0,260942	0,00982	0,00825949
0,00984	0,187551	0,00984	0,240663	0,00984	0,00809855
0,00986	0,159547	0,00986	0,220706	0,00986	0,00665005
0,00988	0,131221	0,00988	0,199622	0,00988	0,0053625
0,0099	0,106113	0,0099	0,179826	0,0099	0,00632816
0,00992	0,0718324	0,00992	0,159386	0,00992	0,0053625
0,00994	0,0484955	0,00994	0,139107	0,00994	0,00842043
0,00996	0,0203303	0,00996	0,118667	0,00996	0,00665005
0,00998	-0,00960529	0,00998	0,0980662	0,00998	0,00681099
0,01	-0,036161	0,01	0,0779482	0,01	0,00149984
0,01002	-0,0615902	0,01002	0,0576693	0,01002	0,00584533
0,01004	-0,0928133	0,01004	0,0370685	0,01004	0,00681099
0,01006	-0,124036	0,01006	0,0169505	0,01006	0,0053625
0,01008	-0,148983	0,01008	-0,00348942	0,01008	0,00471872
0,0101	-0,173446	0,0101	-0,0237684	0,0101	0,0079376
0,01012	-0,201611	0,01012	-0,0443692	0,01012	0,0118003
0,01014	-0,229133	0,01014	-0,0646481	0,01014	0,00616722
0,01016	-0,260839	0,01016	-0,085088	0,01016	0,00504061
0,01018	-0,290935	0,01018	-0,105367	0,01018	0,00552344
0,0102	-0,317974	0,0102	-0,125968	0,0102	0,0101908
0,01022	-0,342437	0,01022	-0,146569	0,01022	0,0079376
0,01024	-0,373016	0,01024	-0,167008	0,01024	0,00713288
0,01026	-0,399733	0,01026	-0,187126	0,01026	0,00600627
0,01028	-0,428703	0,01028	-0,207405	0,01028	0,00487967
0,0103	-0,458799	0,0103	-0,227845	0,0103	0,00665005
0,01032	-0,484711	0,01032	-0,248285	0,01032	0,00294834
0,01034	-0,51014	0,01034	-0,268564	0,01034	0,00327023
0,01036	-0,541846	0,01036	-0,289165	0,01036	0,00423589
0,01038	-0,567114	0,01038	-0,308961	0,01038	0,00423589
0,0104	-0,59367	0,0104	-0,329723	0,0104	0,00681099
0,01042	-0,620709	0,01042	-0,34968	0,01042	0,0105127
0,01044	-0,647103	0,01044	-0,369798	0,01044	0,00681099
0,01046	-0,6772	0,01046	-0,389755	0,01046	0,0079376
0,01048	-0,704077	0,01048	-0,410033	0,01048	0,00552344
0,0105	-0,727736	0,0105	-0,429669	0,0105	0,00552344
0,01052	-0,759925	0,01052	-0,449947	0,01052	0,00665005
0,01054	-0,778594	0,01054	-0,4691	0,01054	0,00954704
0,01056	-0,809495	0,01056	-0,489218	0,01056	0,00504061
0,01058	-0,836534	0,01058	-0,508531	0,01058	0,00568439
0,0106	-0,861641	0,0106	-0,528166	0,0106	0,00552344
0,01062	-0,887875	0,01062	-0,54764	0,01062	0,00584533
0,01064	-0,913948	0,01064	-0,567275	0,01064	0,00842043
0,01066	-0,940182	0,01066	-0,586428	0,01066	0,00697194
0,01068	-0,966415	0,01068	-0,605902	0,01068	0,00359212
0,0107	-0,989591	0,0107	-0,624571	0,0107	0,00504061
0,01072	-1,01727	0,01072	-0,643402	0,01072	0,00455778
0,01074	-1,04125	0,01074	-0,662715	0,01074	0,00922515
0,01076	-1,06572	0,01076	-0,681223	0,01076	0,00117796
0,01078	-1,09662	0,01078	-0,699893	0,01078	0,00584533
0,0108	-1,11625	0,0108	-0,718723	0,0108	0,00439684
0,01082	-1,14281	0,01082	-0,737071	0,01082	0,00552344
0,01084	-1,16084	0,01084	-0,75574	0,01084	0,00632816
0,01086	-1,18755	0,01086	-0,773444	0,01086	0,00681099
0,01088	-1,21153	0,01088	-0,79147	0,01088	0,00665005
0,0109	-1,23761	0,0109	-0,809495	0,0109	0,00761571
0,01092	-1,26094	0,01092	-0,827843	0,01092	0,00954704
0,01094	-1,2838	0,01094	-0,845064	0,01094	0,00665005
0,01096	-1,30568	0,01096	-0,86309	0,01096	0,00761571
0,01098	-1,32838	0,01098	-0,88015	0,01098	0,0027874
0,011	-1,3522	0,011	-0,897692	0,011	0,00166079
0,01102	-1,37521	0,01102	-0,914913	0,01102	0,00343117
0,01104	-1,39581	0,01104	-0,932134	0,01104	0,00520156
0,01106	-1,41641	0,01106	-0,94839	0,01106	0,0053625
0,01108	-1,44345	0,01108	-0,965611	0,01108	0,00552344
0,0111	-1,46582	0,0111	-0,982188	0,0111	0,00504061
0,01112	-1,48465	0,01112	-0,998926	0,01112	0,00230456
0,01114	-1,50542	0,01114	-1,01502	0,01114	0,0079376
0,01116	-1,5273	0,01116	-1,03128	0,01116	0,00117796
0,01118	-1,54774	0,01118	-1,04737	0,01118	0,00439684
0,0112	-1,5714	0,0112	-1,0633	0,0112	0,00166079
0,01122	-1,58878	0,01122	-1,07875	0,01122	0,00455778
0,01124	-1,61582	0,01124	-1,09469	0,01124	0,00504061
0,01126	-1,62886	0,01126	-1,10949	0,01126	0,00198268
0,01128	-1,65075	0,01128	-1,12478	0,01128	0,0121221
0,0113	-1,66749	0,0113	-1,13975	0,0113	0,00487967
0,01132	-1,69114	0,01132	-1,15456	0,01132	0,00343117
0,01134	-1,70772	0,01134	-1,1692	0,01134	0,00359212
0,01136	-1,72382	0,01136	-1,18353	0,01136	0,00890327
0,01138	-1,73492	0,01138	-1,19737	0,01138	0,00520156
0,0114	-1,7626	0,0114	-1,21202	0,0114	-0,000109595
0,01142	-1,77548	0,01142	-1,2257	0,01142	0,00568439
0,01144	-1,79302	0,01144	-1,23889	0,01144	0,00182173
0,01146	-1,81056	0,01146	-1,25273	0,01146	0,00471872
0,01148	-1,82553	0,01148	-1,26609	0,01148	0,00568439
0,0115	-1,84597	0,0115	-1,27913	0,0115	0,00230456
0,01152	-1,86207	0,01152	-1,29233	0,01152	0,00214362
0,01154	-1,88041	0,01154	-1,30472	0,01154	0,00343117
0,01156	-1,89329	0,01156	-1,31727	0,01156	0,000212293
0,01158	-1,90826	0,01158	-1,3295	0,01158	0,00214362
0,0116	-1,92403	0,0116	-1,34174	0,0116	-0,00171903
0,01162	-1,9361	0,01162	-1,35381	0,01162	0,00101701
0,01164	-1,95316	0,01164	-1,36556	0,01164	0,0027874
0,01166	-1,96459	0,01166	-1,37666	0,01166	0,00166079
0,01168	-1,9802	0,01168	-1,38744	0,01168	0,0027874
0,0117	-1,99163	0,0117	-1,39887	0,0117	5,13E-05
0,01172	-2,00627	0,01172	-1,40965	0,01172	0,00294834
0,01174	-2,01995	0,01174	-1,42044	0,01174	0,00294834
0,01176	-2,03251	0,01176	-1,43138	0,01176	0,00262645
0,01178	-2,05005	0,01178	-1,4412	0,01178	0,00117796
0,0118	-2,05874	0,0118	-1,45134	0,0118	0,00375306
0,01182	-2,07306	0,01182	-1,46083	0,01182	-0,00429414
0,01184	-2,07886	0,01184	-1,47017	0,01184	0,000534181
0,01186	-2,09157	0,01186	-1,4795	0,01186	0,00407495
0,01188	-2,10574	0,01188	-1,48868	0,01188	0,0013389
0,0119	-2,11845	0,0119	-1,49705	0,0119	0,00182173
0,01192	-2,1236	0,01192	-1,50574	0,01192	0,00182173
0,01194	-2,13358	0,01194	-1,51411	0,01194	-0,0012362
0,01196	-2,14179	0,01196	-1,52215	0,01196	0,00375306
0,01198	-2,15177	0,01198	-1,52972	0,01198	0,00552344
0,012	-2,15772	0,012	-1,53728	0,012	-0,00220187
0,01202	-2,16689	0,01202	-1,54485	0,01202	0,00182173
0,01204	-2,1751	0,01204	-1,55241	0,01204	-0,00155809
0,01206	-2,18556	0,01206	-1,55885	0,01206	0,000695125
0,01208	-2,19168	0,01208	-1,56561	0,01208	0,00262645
0,0121	-2,19828	0,0121	-1,57205	0,0121	0,00117796
0,01212	-2,20681	0,01212	-1,57816	0,01212	0,00246551
0,01214	-2,21341	0,01214	-1,58412	0,01214	-0,000914315
0,01216	-2,21791	0,01216	-1,58991	0,01216	0,00648911
0,01218	-2,22596	0,01218	-1,5949	0,01218	-0,000753371
0,0122	-2,22757	0,0122	-1,60021	0,0122	0,000856069
0,01222	-2,22837	0,01222	-1,60504	0,01222	0,00439684
0,01224	-2,23529	0,01224	-1,60971	0,01224	-0,00300659
0,01226	-2,2361	0,01226	-1,61389	0,01226	0,00552344
0,01228	-2,24511	0,01228	-1,61808	0,01228	0,000373237
0,0123	-2,24817	0,0123	-1,62194	0,0123	-0,0012362
0,01232	-2,25509	0,01232	-1,62564	0,01232	-0,00316753
0,01234	-2,25461	0,01234	-1,62886	0,01234	-0,00107526
0,01236	-2,25815	0,01236	-1,63224	0,01236	-0,00236281
0,01238	-2,25992	0,01238	-1,63514	0,01238	0,00149984
0,0124	-2,25879	0,0124	-1,63787	0,0124	-0,00316753
0,01242	-2,26652	0,01242	-1,63916	0,01242	0,00230456
0,01244	-2,26813	0,01244	-1,64206	0,01244	-0,000431483
0,01246	-2,26491	0,01246	-1,64383	0,01246	-0,000270539
0,01248	-2,26282	0,01248	-1,6456	0,01248	-0,00332847
0,0125	-2,26475	0,0125	-1,64656	0,0125	0,000534181
0,01252	-2,26249	0,01252	-1,64785	0,01252	-0,00187998
0,01254	-2,26443	0,01254	-1,64833	0,01254	0,00166079
0,01256	-2,26217	0,01256	-1,6493	0,01256	0,000856069
0,01258	-2,25944	0,01258	-1,64898	0,01258	-0,00493791
0,0126	-2,26105	0,0126	-1,64898	0,0126	0,003914
0,01262	-2,25203	0,01262	-1,64833	0,01262	-0,00316753
0,01264	-2,25252	0,01264	-1,64833	0,01264	-0,00815679
0,01266	-2,24688	0,01266	-1,64721	0,01266	-0,0026847
0,01268	-2,24672	0,01268	-1,6464	0,01268	0,000373237
0,0127	-2,24431	0,0127	-1,64495	0,0127	-0,00204092
0,01272	-2,24109	0,01272	-1,64302	0,01272	0,00310928
0,01274	-2,23449	0,01274	-1,64125	0,01274	0,00262645
0,01276	-2,2295	0,01276	-1,63916	0,01276	-0,000109595
0,01278	-2,22612	0,01278	-1,63658	0,01278	-0,00204092
0,0128	-2,21936	0,0128	-1,63401	0,0128	0,000373237
0,01282	-2,21131	0,01282	-1,63047	0,01282	-0,00654735
0,01284	-2,20826	0,01284	-1,62773	0,01284	-0,00155809
0,01286	-2,2023	0,01286	-1,62419	0,01286	-0,00187998
0,01288	-2,1949	0,01288	-1,62049	0,01288	0,00117796
0,0129	-2,18943	0,0129	-1,61631	0,0129	-0,00542074
0,01292	-2,18106	0,01292	-1,61212	0,01292	-0,00187998
0,01294	-2,17011	0,01294	-1,60778	0,01294	-0,000753371
0,01296	-2,16899	0,01296	-1,60295	0,01296	-0,0012362
0,01298	-2,15193	0,01298	-1,59812	0,01298	-0,00187998
0,013	-2,14629	0,013	-1,59265	0,013	-0,00332847
0,01302	-2,13599	0,01302	-1,58653	0,01302	-0,000270539
0,01304	-2,12682	0,01304	-1,58154	0,01304	-0,00348942
0,01306	-2,11893	0,01306	-1,57526	0,01306	-0,00365036
0,01308	-2,10686	0,01308	-1,56915	0,01308	-0,00252375
0,0131	-2,09946	0,0131	-1,56255	0,0131	-0,00316753
0,01312	-2,08819	0,01312	-1,55611	0,01312	-0,00751302
0,01314	-2,07709	0,01314	-1,54903	0,01314	-0,00332847
0,01316	-2,06679	0,01316	-1,54163	0,01316	-0,00429414
0,01318	-2,05504	0,01318	-1,53422	0,01318	-0,00284564
0,0132	-2,04216	0,0132	-1,5265	0,0132	-0,00204092
0,01322	-2,02961	0,01322	-1,51845	0,01322	-0,00204092
0,01324	-2,01577	0,01324	-1,51057	0,01324	-0,00348942
0,01326	-2,00032	0,01326	-1,50171	0,01326	-0,0026847
0,01328	-1,98921	0,01328	-1,49351	0,01328	-0,00284564
0,0133	-1,97585	0,0133	-1,48449	0,0133	-0,00461603
0,01332	-1,96153	0,01332	-1,47532	0,01332	-0,00815679
0,01334	-1,94833	0,01334	-1,46614	0,01334	-0,0092834
0,01336	-1,92838	0,01336	-1,45617	0,01336	-0,00558169
0,01338	-1,91936	0,01338	-1,44667	0,01338	-0,00284564
0,0134	-1,90037	0,0134	-1,43669	0,0134	-0,00332847
0,01342	-1,88572	0,01342	-1,42607	0,01342	-0,00703018
0,01344	-1,8714	0,01344	-1,41593	0,01344	-0,00445508
0,01346	-1,85595	0,01346	-1,40531	0,01346	-0,0052598
0,01348	-1,83921	0,01348	-1,3942	0,01348	-0,000753371
0,0135	-1,81797	0,0135	-1,3831	0,0135	-0,00381131
0,01352	-1,80493	0,01352	-1,37183	0,01352	-0,00300659
0,01354	-1,79254	0,01354	-1,36024	0,01354	-0,00863962
0,01356	-1,7721	0,01356	-1,3485	0,01356	-0,00204092
0,01358	-1,74812	0,01358	-1,33642	0,01358	-0,00590358
0,0136	-1,73379	0,0136	-1,32484	0,0136	-0,00381131
0,01362	-1,714	0,01362	-1,3118	0,01362	-0,00445508
0,01364	-1,69533	0,01364	-1,29941	0,01364	-0,00477697
0,01366	-1,67762	0,01366	-1,28701	0,01366	-0,0078349
0,01368	-1,65541	0,01368	-1,2743	0,01368	-0,00622546
0,0137	-1,63916	0,0137	-1,26078	0,0137	-0,00654735
0,01372	-1,62146	0,01372	-1,24742	0,01372	-0,00461603
0,01374	-1,59908	0,01374	-1,23406	0,01374	-0,00751302
0,01376	-1,58428	0,01376	-1,22038	0,01376	-0,00252375
0,01378	-1,55885	0,01378	-1,2067	0,01378	-0,00493791
0,0138	-1,53696	0,0138	-1,19222	0,0138	-0,00574263
0,01382	-1,51942	0,01382	-1,17806	0,01382	-0,00348942
0,01384	-1,49672	0,01384	-1,16389	0,01384	-0,00558169
0,01386	-1,47516	0,01386	-1,14909	0,01386	-0,00477697
0,01388	-1,45552	0,01388	-1,13444	0,01388	-0,00622546
0,0139	-1,43219	0,0139	-1,11931	0,0139	-0,00445508
0,01392	-1,40804	0,01392	-1,10418	0,01392	-0,00638641
0,01394	-1,38696	0,01394	-1,08873	0,01394	-0,00397225
0,01396	-1,36475	0,01396	-1,07328	0,01396	-0,00445508
0,01398	-1,34254	0,01398	-1,05735	0,01398	-0,00381131
0,014	-1,32274	0,014	-1,0419	0,014	-0,00348942
0,01402	-1,29683	0,01402	-1,02548	0,01402	-0,00477697
0,01404	-1,2714	0,01404	-1,00939	0,01404	-0,00171903
0,01406	-1,24565	0,01406	-0,993132	0,01406	-0,00767396
0,01408	-1,22232	0,01408	-0,976233	0,01408	-0,00767396
0,0141	-1,19962	0,0141	-0,960139	0,0141	-0,00493791
0,01412	-1,1787	0,01412	-0,9434	0,01412	-0,00686924
0,01414	-1,15408	0,01414	-0,92634	0,01414	-0,00863962
0,01416	-1,13315	0,01416	-0,909441	0,01416	-0,0092834
0,01418	-1,10434	0,01418	-0,892059	0,01418	-0,00686924
0,0142	-1,0765	0,0142	-0,874839	0,0142	-0,00703018
0,01422	-1,05606	0,01422	-0,857618	0,01422	-0,00220187
0,01424	-1,03015	0,01424	-0,839914	0,01424	-0,00606452
0,01426	-1,00923	0,01426	-0,822371	0,01426	-0,00896151
0,01428	-0,980739	0,01428	-0,804023	0,01428	-0,00590358
0,0143	-0,952896	0,0143	-0,78632	0,0143	-0,00799585
0,01432	-0,928916	0,01432	-0,768455	0,01432	-0,00477697
0,01434	-0,903165	0,01434	-0,750268	0,01434	-0,00735207
0,01436	-0,873551	0,01436	-0,73176	0,01436	-0,00863962
0,01438	-0,852628	0,01438	-0,712929	0,01438	-0,00960529
0,0144	-0,820118	0,0144	-0,694743	0,0144	-0,00815679
0,01442	-0,794689	0,01442	-0,676073	0,01442	-0,00445508
0,01444	-0,769581	0,01444	-0,657243	0,01444	-0,00558169
0,01446	-0,741416	0,01446	-0,638412	0,01446	-0,0067083
0,01448	-0,71985	0,01448	-0,619582	0,01448	-0,00751302
0,0145	-0,689592	0,0145	-0,600108	0,0145	-0,0067083
0,01452	-0,662232	0,01452	-0,580956	0,01452	-0,00751302
0,01454	-0,636803	0,01454	-0,561803	0,01454	-0,00606452
0,01456	-0,613466	0,01456	-0,54249	0,01456	-0,00976623
0,01458	-0,583531	0,01458	-0,523016	0,01458	-0,00863962
0,0146	-0,555044	0,0146	-0,503703	0,0146	-0,00703018
0,01462	-0,525591	0,01462	-0,483907	0,01462	-0,00686924
0,01464	-0,500645	0,01464	-0,464432	0,01464	-0,00429414
0,01466	-0,473767	0,01466	-0,443993	0,01466	-0,00831774
0,01468	-0,440613	0,01468	-0,424518	0,01468	-0,00622546
0,0147	-0,415506	0,0147	-0,404883	0,0147	-0,00348942
0,01472	-0,385087	0,01472	-0,384443	0,01472	-0,00751302
0,01474	-0,359497	0,01474	-0,364486	0,01474	-0,00622546
0,01476	-0,333102	0,01476	-0,344368	0,01476	-0,00976623
0,01478	-0,306064	0,01478	-0,32425	0,01478	-0,00542074
0,0148	-0,274841	0,0148	-0,304454	0,0148	-0,00381131
0,01482	-0,245227	0,01482	-0,283854	0,01482	-0,00638641
0,01484	-0,217867	0,01484	-0,263736	0,01484	-0,00767396
0,01486	-0,192438	0,01486	-0,243296	0,01486	-0,00960529
0,01488	-0,164272	0,01488	-0,223178	0,01488	-0,00558169
0,0149	-0,139165	0,0149	-0,202416	0,0149	-0,00654735
0,01492	-0,105689	0,01492	-0,182459	0,01492	-0,0052598
0,01494	-0,0807425	0,01494	-0,161375	0,01494	-0,00558169
0,01496	-0,0508069	0,01496	-0,14174	0,01496	-0,00960529
0,01498	-0,0229636	0,01498	-0,120978	0,01498	-0,0067083
0,015	0,00906421	0,015	-0,101021	0,015	-0,00493791
0,01502	0,0343324	0,01502	-0,0802597	0,01502	-0,00992717
0,01504	0,0586349	0,01504	-0,0603026	0,01504	-0,0112147
0,01506	0,0868001	0,01506	-0,0398627	0,01506	-0,00960529
0,01508	0,118828	0,01508	-0,0195838	0,01508	-0,00703018
0,0151	0,147798	0,0151	0,00117796	0,0151	-0,0092834
0,01512	0,175641	0,01512	0,021135	0,01512	-0,00686924
0,01514	0,1993	0,01514	0,0420577	0,01514	-0,0078349
0,01516	0,227948	0,01516	0,0621757	0,01516	-0,00831774
0,01518	0,260459	0,01518	0,0827765	0,01518	-0,00606452
0,0152	0,288624	0,0152	0,103055	0,0152	-0,0078349
0,01522	0,316306	0,01522	0,123495	0,01522	-0,00686924
0,01524	0,335781	0,01524	0,143935	0,01524	-0,00831774
0,01526	0,369096	0,01526	0,164214	0,01526	-0,00944434
0,01528	0,390985	0,01528	0,184815	0,01528	-0,0078349
0,0153	0,422852	0,0153	0,205416	0,0153	-0,00799585
0,01532	0,453431	0,01532	0,225695	0,01532	-0,00397225
0,01534	0,480631	0,01534	0,246135	0,01534	-0,00542074
0,01536	0,508152	0,01536	0,266092	0,01536	-0,00365036
0,01538	0,536317	0,01538	0,286049	0,01538	-0,00348942
0,0154	0,565126	0,0154	0,306006	0,0154	-0,00847868
0,01542	0,594579	0,01542	0,326768	0,01542	-0,00880057
0,01544	0,617594	0,01544	0,346886	0,01544	-0,00638641
0,01546	0,647047	0,01546	0,366682	0,01546	-0,00429414
0,01548	0,671028	0,01548	0,3868	0,01548	-0,00638641
0,0155	0,699032	0,0155	0,406757	0,0155	-0,0052598
0,01552	0,723496	0,01552	0,426392	0,01552	-0,00558169
0,01554	0,751017	0,01554	0,44651	0,01554	-0,00638641
0,01556	0,776769	0,01556	0,465824	0,01556	-0,01041
0,01558	0,803807	0,01558	0,485781	0,01558	-0,0108928
0,0156	0,833421	0,0156	0,505094	0,0156	-0,00590358
0,01562	0,860621	0,01562	0,524729	0,01562	-0,00445508
0,01564	0,887177	0,01564	0,543882	0,01564	-0,00703018
0,01566	0,910353	0,01566	0,563195	0,01566	-0,00558169
0,01568	0,934334	0,01568	0,582187	0,01568	-0,0078349
0,0157	0,956061	0,0157	0,601822	0,0157	-0,00976623
0,01572	0,989699	0,01572	0,62033	0,01572	-0,00397225
0,01574	1,00644	0,01574	0,639805	0,01574	-0,00751302
0,01576	1,03525	0,01576	0,657991	0,01576	-0,00477697
0,01578	1,05665	0,01578	0,676983	0,01578	-0,00686924
0,0158	1,08514	0,0158	0,695652	0,0158	-0,00606452
0,01582	1,1096	0,01582	0,714161	0,01582	-0,00638641
0,01584	1,13793	0,01584	0,732348	0,01584	-0,00445508
0,01586	1,16159	0,01586	0,750696	0,01586	-0,00542074
0,01588	1,18219	0,01588	0,768882	0,01588	-0,00477697
0,0159	1,20553	0,0159	0,787069	0,0159	-0,0107319
0,01592	1,23273	0,01592	0,804612	0,01592	-0,00799585
0,01594	1,25558	0,01594	0,822799	0,01594	-0,0078349
0,01596	1,27747	0,01596	0,84002	0,01596	-0,00461603
0,01598	1,2992	0,01598	0,857402	0,01598	-0,00896151
0,016	1,31948	0,016	0,874784	0,016	-0,00703018
0,01602	1,34668	0,01602	0,892005	0,01602	-0,00558169
0,01604	1,36969	0,01604	0,909548	0,01604	-0,00493791
0,01606	1,3911	0,01606	0,925804	0,01606	-0,00477697
0,01608	1,40832	0,01608	0,943025	0,01608	-0,0067083
0,0161	1,436	0,0161	0,959924	0,0161	-0,00542074
0,01612	1,45676	0,01612	0,97634	0,01612	-0,00461603
0,01614	1,47994	0,01614	0,993079	0,01614	-0,00606452
0,01616	1,49426	0,01616	1,00901	0,01616	-0,00300659
0,01618	1,51808	0,01618	1,02511	0,01618	-0,00847868
0,0162	1,54094	0,0162	1,04088	0,0162	-0,00815679
0,01622	1,56025	0,01622	1,05649	0,01622	-0,00461603
0,01624	1,57747	0,01624	1,07194	0,01624	-0,0067083
0,01626	1,60145	0,01626	1,08707	0,01626	-0,00332847
0,01628	1,61964	0,01628	1,10268	0,01628	-0,00638641
0,0163	1,63622	0,0163	1,11733	0,0163	-0,00767396
0,01632	1,65666	0,01632	1,13214	0,01632	-0,0067083
0,01634	1,67645	0,01634	1,14678	0,01634	-0,00509886
0,01636	1,69384	0,01636	1,16094	0,01636	-0,00509886
0,01638	1,708	0,01638	1,17559	0,01638	-0,0067083
0,0164	1,73278	0,0164	1,18959	0,0164	-0,00332847
0,01642	1,7463	0,01642	1,20359	0,01642	-0,00284564
0,01644	1,76932	0,01644	1,21711	0,01644	-0,00220187
0,01646	1,7867	0,01646	1,23079	0,01646	-0,000109595
0,01648	1,79588	0,01648	1,24415	0,01648	-0,00493791
0,0165	1,81487	0,0165	1,25719	0,0165	-0,00622546
0,01652	1,82903	0,01652	1,27007	0,01652	-0,00107526
0,01654	1,84593	0,01654	1,28262	0,01654	-0,0026847
0,01656	1,86219	0,01656	1,29533	0,01656	-0,00236281
0,01658	1,88214	0,01658	1,30757	0,01658	-0,0067083
0,0166	1,89357	0,0166	1,31964	0,0166	-0,00831774
0,01662	1,90757	0,01662	1,33155	0,01662	-0,00445508
0,01664	1,92592	0,01664	1,3433	0,01664	-0,00284564
0,01666	1,93687	0,01666	1,35472	0,01666	-0,00139715
0,01668	1,95167	0,01668	1,36583	0,01668	-0,00187998
0,0167	1,96358	0,0167	1,37726	0,0167	-0,00638641
0,01672	1,97598	0,01672	1,38739	0,01672	-0,0052598
0,01674	1,99513	0,01674	1,39866	0,01674	-0,00187998
0,01676	2,00269	0,01676	1,4088	0,01676	-0,00622546
0,01678	2,01492	0,01678	1,41942	0,01678	5,13E-05
0,0168	2,02941	0,0168	1,42908	0,0168	-0,00429414
0,01682	2,03891	0,01682	1,43906	0,01682	-0,00139715
