Time - V_S	Amplitude - V_S	Time - V_R	Amplitude - V_R	Time - V_C	Amplitude - V_C
6,20E-05	-2,48226	6,20E-05	-2,49192	6,20E-05	-0,194141
6,40E-05	-2,47759	6,40E-05	-2,48451	6,40E-05	-0,224248
6,60E-05	-2,47228	6,60E-05	-2,48065	6,60E-05	-0,254516
6,80E-05	-2,46696	6,80E-05	-2,47389	6,80E-05	-0,282047
7,00E-05	-2,46165	7,00E-05	-2,46664	7,00E-05	-0,308772
7,20E-05	-2,45666	7,20E-05	-2,46245	7,20E-05	-0,337108
7,40E-05	-2,45151	7,40E-05	-2,45714	7,40E-05	-0,363995
7,60E-05	-2,4507	7,60E-05	-2,45489	7,60E-05	-0,388628
7,80E-05	-2,44233	7,80E-05	-2,44974	7,80E-05	-0,414387
8,00E-05	-2,4404	8,00E-05	-2,44555	8,00E-05	-0,440469
8,20E-05	-2,43879	8,20E-05	-2,44104	8,20E-05	-0,463975
8,40E-05	-2,4346	8,40E-05	-2,43605	8,40E-05	-0,486837
8,60E-05	-2,42526	8,60E-05	-2,43106	8,60E-05	-0,510343
8,80E-05	-2,42478	8,80E-05	-2,42542	8,80E-05	-0,534331
9,00E-05	-2,41754	9,00E-05	-2,41963	9,00E-05	-0,5551
9,20E-05	-2,41737	9,20E-05	-2,42011	9,20E-05	-0,577318
9,40E-05	-2,40932	9,40E-05	-2,41464	9,40E-05	-0,599375
9,60E-05	-2,40675	9,60E-05	-2,40965	9,60E-05	-0,619661
9,80E-05	-2,40385	9,80E-05	-2,4061	9,80E-05	-0,641395
1,00E-04	-2,39677	1,00E-04	-2,40369	1,00E-04	-0,659749
0,000102	-2,39371	0,000102	-2,39966	0,000102	-0,680035
0,000104	-2,39258	0,000104	-2,3929	0,000104	-0,699033
0,000106	-2,38405	0,000106	-2,38888	0,000106	-0,716421
0,000108	-2,39033	0,000108	-2,38711	0,000108	-0,735096
0,00011	-2,37777	0,00011	-2,38244	0,00011	-0,753289
0,000112	-2,37632	0,000112	-2,38115	0,000112	-0,770194
0,000114	-2,3731	0,000114	-2,37857	0,000114	-0,788709
0,000116	-2,36795	0,000116	-2,37471	0,000116	-0,80497
0,000118	-2,37052	0,000118	-2,37149	0,000118	-0,822036
0,00012	-2,36424	0,00012	-2,36585	0,00012	-0,838457
0,000122	-2,3607	0,000122	-2,3636	0,000122	-0,85343
0,000124	-2,36022	0,000124	-2,36247	0,000124	-0,869369
0,000126	-2,36022	0,000126	-2,36199	0,000126	-0,884986
0,000128	-2,35153	0,000128	-2,35764	0,000128	-0,899315
0,00013	-2,35024	0,00013	-2,35169	0,00013	-0,913805
0,000132	-2,34814	0,000132	-2,34992	0,000132	-0,927329
0,000134	-2,3467	0,000134	-2,34621	0,000134	-0,941979
0,000136	-2,34331	0,000136	-2,34509	0,000136	-0,955825
0,000138	-2,3409	0,000138	-2,34396	0,000138	-0,968866
0,00014	-2,33832	0,00014	-2,34235	0,00014	-0,98239
0,000142	-2,33543	0,000142	-2,34026	0,000142	-0,994787
0,000144	-2,33188	0,000144	-2,33591	0,000144	-1,00815
0,000146	-2,33043	0,000146	-2,33285	0,000146	-1,0199
0,000148	-2,32979	0,000148	-2,32931	0,000148	-1,03085
0,00015	-2,32754	0,00015	-2,32738	0,00015	-1,04228
0,000152	-2,3256	0,000152	-2,32528	0,000152	-1,0542
0,000154	-2,32271	0,000154	-2,32335	0,000154	-1,06675
0,000156	-2,31981	0,000156	-2,32399	0,000156	-1,07722
0,000158	-2,31836	0,000158	-2,32255	0,000158	-1,08736
0,00016	-2,31788	0,00016	-2,32206	0,00016	-1,09911
0,000162	-2,31675	0,000162	-2,31804	0,000162	-1,10861
0,000164	-2,31047	0,000164	-2,31546	0,000164	-1,11859
0,000166	-2,31192	0,000166	-2,31224	0,000166	-1,12842
0,000168	-2,3095	0,000168	-2,30886	0,000168	-1,13872
0,00017	-2,30741	0,00017	-2,30934	0,00017	-1,14935
0,000172	-2,305	0,000172	-2,3058	0,000172	-1,15756
0,000174	-2,30516	0,000174	-2,30451	0,000174	-1,16754
0,000176	-2,29968	0,000176	-2,30516	0,000176	-1,17591
0,000178	-2,30371	0,000178	-2,3058	0,000178	-1,18525
0,00018	-2,29646	0,00018	-2,30097	0,00018	-1,19346
0,000182	-2,29453	0,000182	-2,29888	0,000182	-1,20231
0,000184	-2,29775	0,000184	-2,29501	0,000184	-1,20988
0,000186	-2,29485	0,000186	-2,29485	0,000186	-1,21841
0,000188	-2,29405	0,000188	-2,29373	0,000188	-1,22646
0,00019	-2,28761	0,00019	-2,29292	0,00019	-1,23339
0,000192	-2,29002	0,000192	-2,29099	0,000192	-1,24176
0,000194	-2,28777	0,000194	-2,2934	0,000194	-1,24949
0,000196	-2,29035	0,000196	-2,29067	0,000196	-1,25673
0,000198	-2,2868	0,000198	-2,2831	0,000198	-1,26382
0,0002	-2,28262	0,0002	-2,28391	0,0002	-1,27138
0,000202	-2,28262	0,000202	-2,28487	0,000202	-1,27798
0,000204	-2,27988	0,000204	-2,28213	0,000204	-1,28491
0,000206	-2,27811	0,000206	-2,28149	0,000206	-1,29151
0,000208	-2,27763	0,000208	-2,28085	0,000208	-1,29843
0,00021	-2,27779	0,00021	-2,27859	0,00021	-1,30455
0,000212	-2,27795	0,000212	-2,27908	0,000212	-1,31067
0,000214	-2,27328	0,000214	-2,27843	0,000214	-1,31662
0,000216	-2,27698	0,000216	-2,27569	0,000216	-1,32242
0,000218	-2,27135	0,000218	-2,27408	0,000218	-1,32789
0,00022	-2,26684	0,00022	-2,27408	0,00022	-1,33433
0,000222	-2,2699	0,000222	-2,27344	0,000222	-1,34077
0,000224	-2,27022	0,000224	-2,27247	0,000224	-1,34528
0,000226	-2,26877	0,000226	-2,27086	0,000226	-1,35092
0,000228	-2,26587	0,000228	-2,27119	0,000228	-1,35623
0,00023	-2,26459	0,00023	-2,26813	0,00023	-1,3617
0,000232	-2,2633	0,000232	-2,267	0,000232	-1,36702
0,000234	-2,26153	0,000234	-2,26668	0,000234	-1,37217
0,000236	-2,26603	0,000236	-2,26764	0,000236	-1,37732
0,000238	-2,26346	0,000238	-2,26539	0,000238	-1,38167
0,00024	-2,2633	0,00024	-2,26346	0,00024	-1,38634
0,000242	-2,26426	0,000242	-2,26281	0,000242	-1,39133
0,000244	-2,25879	0,000244	-2,26603	0,000244	-1,396
0,000246	-2,26008	0,000246	-2,26008	0,000246	-1,3997
0,000248	-2,2612	0,000248	-2,2567	0,000248	-1,36476
0,00025	2,7277	0,00025	0,94525	0,00025	-1,23451
0,000252	2,71563	0,000252	2,00335	0,000252	-1,12777
0,000254	2,705	0,000254	2,42341	0,000254	-1,04872
0,000256	2,68842	0,000256	2,58296	0,000256	-0,983839
0,000258	2,68198	0,000258	2,64012	0,000258	-0,922982
0,00026	2,67505	0,00026	2,66024	0,00026	-0,865183
0,000262	2,66362	0,000262	2,65863	0,000262	-0,80819
0,000264	2,65815	0,000264	2,65606	0,000264	-0,75506
0,000266	2,64736	0,000266	2,64801	0,000266	-0,699033
0,000268	2,64076	0,000268	2,64237	0,000268	-0,649928
0,00027	2,62981	0,00027	2,63496	0,00027	-0,599697
0,000272	2,62112	0,000272	2,62756	0,000272	-0,550753
0,000274	2,61355	0,000274	2,61806	0,000274	-0,504386
0,000276	2,60341	0,000276	2,60792	0,000276	-0,455764
0,000278	2,59697	0,000278	2,60003	0,000278	-0,40988
0,00028	2,5886	0,00028	2,59391	0,00028	-0,366893
0,000282	2,58393	0,000282	2,5836	0,000282	-0,324228
0,000284	2,57555	0,000284	2,57636	0,000284	-0,28253
0,000286	2,56461	0,000286	2,56944	0,000286	-0,241958
0,000288	2,55945	0,000288	2,56235	0,000288	-0,202674
0,00029	2,54931	0,00029	2,55511	0,00029	-0,16323
0,000292	2,5469	0,000292	2,54995	0,000292	-0,124429
0,000294	2,53981	0,000294	2,5419	0,000294	-0,0880433
0,000296	2,5345	0,000296	2,53707	0,000296	-0,0523016
0,000298	2,52661	0,000298	2,52967	0,000298	-0,0165599
0,0003	2,51969	0,0003	2,52146	0,0003	0,0177329
0,000302	2,51421	0,000302	2,51469	0,000302	0,0497716
0,000304	2,51067	0,000304	2,51035	0,000304	0,0855133
0,000306	2,5023	0,000306	2,50503	0,000306	0,117069
0,000308	2,49586	0,000308	2,50133	0,000308	0,149913
0,00031	2,48958	0,00031	2,49264	0,00031	0,178088
0,000312	2,48539	0,000312	2,48797	0,000312	0,210287
0,000314	2,48137	0,000314	2,48346	0,000314	0,239106
0,000316	2,47332	0,000316	2,47348	0,000316	0,267764
0,000318	2,47541	0,000318	2,46865	0,000318	0,295456
0,00032	2,46527	0,00032	2,46752	0,00032	0,322504
0,000322	2,45625	0,000322	2,46237	0,000322	0,349874
0,000324	2,45577	0,000324	2,45738	0,000324	0,377726
0,000326	2,44739	0,000326	2,44965	0,000326	0,40413
0,000328	2,43983	0,000328	2,44691	0,000328	0,428441
0,00033	2,4424	0,00033	2,44337	0,00033	0,453879
0,000332	2,43387	0,000332	2,43725	0,000332	0,477385
0,000334	2,42743	0,000334	2,43355	0,000334	0,499764
0,000336	2,42598	0,000336	2,4292	0,000336	0,523592
0,000338	2,42292	0,000338	2,42469	0,000338	0,54581
0,00034	2,42019	0,00034	2,41825	0,00034	0,567223
0,000342	2,41487	0,000342	2,41664	0,000342	0,588474
0,000344	2,41246	0,000344	2,41423	0,000344	0,61037
0,000346	2,40521	0,000346	2,40795	0,000346	0,631461
0,000348	2,4036	0,000348	2,40425	0,000348	0,652552
0,00035	2,40103	0,00035	2,40054	0,00035	0,671067
0,000352	2,39958	0,000352	2,39974	0,000352	0,691031
0,000354	2,39298	0,000354	2,39507	0,000354	0,709546
0,000356	2,3904	0,000356	2,39072	0,000356	0,729188
0,000358	2,38412	0,000358	2,38605	0,000358	0,744966
0,00036	2,38509	0,00036	2,38348	0,00036	0,763964
0,000362	2,37865	0,000362	2,38026	0,000362	0,78103
0,000364	2,37494	0,000364	2,37527	0,000364	0,798096
0,000366	2,37092	0,000366	2,37253	0,000366	0,814357
0,000368	2,37237	0,000368	2,37156	0,000368	0,831101
0,00037	2,36947	0,00037	2,36947	0,00037	0,84704
0,000372	2,36448	0,000372	2,36818	0,000372	0,86314
0,000374	2,36383	0,000374	2,35981	0,000374	0,878596
0,000376	2,36094	0,000376	2,35884	0,000376	0,893247
0,000378	2,35466	0,000378	2,35401	0,000378	0,90822
0,00038	2,35546	0,00038	2,3516	0,00038	0,923354
0,000382	2,35079	0,000382	2,34967	0,000382	0,935268
0,000384	2,3495	0,000384	2,34902	0,000384	0,950241
0,000386	2,34628	0,000386	2,34645	0,000386	0,963604
0,000388	2,34419	0,000388	2,34274	0,000388	0,977289
0,00039	2,33952	0,00039	2,33952	0,00039	0,989203
0,000392	2,33791	0,000392	2,33856	0,000392	1,00224
0,000394	2,3355	0,000394	2,33598	0,000394	1,01512
0,000396	2,33228	0,000396	2,33324	0,000396	1,02672
0,000398	2,33228	0,000398	2,33131	0,000398	1,03927
0,0004	2,3289	0,0004	2,3289	0,0004	1,05054
0,000402	2,32761	0,000402	2,32745	0,000402	1,06165
0,000404	2,32471	0,000404	2,3239	0,000404	1,07244
0,000406	2,32278	0,000406	2,32101	0,000406	1,08451
0,000408	2,32181	0,000408	2,32165	0,000408	1,0945
0,00041	2,32133	0,00041	2,32068	0,00041	1,10593
0,000412	2,31537	0,000412	2,31956	0,000412	1,11575
0,000414	2,31441	0,000414	2,31457	0,000414	1,12541
0,000416	2,31408	0,000416	2,31328	0,000416	1,1362
0,000418	2,31505	0,000418	2,31086	0,000418	1,14569
0,00042	2,30909	0,00042	2,31199	0,00042	1,15439
0,000422	2,31038	0,000422	2,30813	0,000422	1,16389
0,000424	2,30652	0,000424	2,30619	0,000424	1,17242
0,000426	2,30233	0,000426	2,30555	0,000426	1,18176
0,000428	2,30458	0,000428	2,30362	0,000428	1,19094
0,00043	2,3033	0,00043	2,30088	0,00043	1,20043
0,000432	2,29895	0,000432	2,30136	0,000432	1,20832
0,000434	2,29798	0,000434	2,30169	0,000434	1,21621
0,000436	2,29927	0,000436	2,29718	0,000436	1,22378
0,000438	2,29621	0,000438	2,29492	0,000438	1,23215
0,00044	2,2967	0,00044	2,29492	0,00044	1,2402
0,000442	2,29283	0,000442	2,29251	0,000442	1,24696
0,000444	2,28655	0,000444	2,28913	0,000444	1,25534
0,000446	2,29009	0,000446	2,28929	0,000446	1,26178
0,000448	2,28559	0,000448	2,28993	0,000448	1,27015
0,00045	2,28559	0,00045	2,28655	0,00045	1,27611
0,000452	2,28478	0,000452	2,28607	0,000452	1,28335
0,000454	2,28591	0,000454	2,28559	0,000454	1,29027
0,000456	2,28188	0,000456	2,28253	0,000456	1,2972
0,000458	2,28204	0,000458	2,28204	0,000458	1,30299
0,00046	2,28043	0,00046	2,27963	0,00046	1,30992
0,000462	2,27721	0,000462	2,2777	0,000462	1,31555
0,000464	2,27802	0,000464	2,27866	0,000464	1,32215
0,000466	2,27721	0,000466	2,27641	0,000466	1,32746
0,000468	2,2777	0,000468	2,27947	0,000468	1,33455
0,00047	2,27496	0,00047	2,27721	0,00047	1,34018
0,000472	2,2756	0,000472	2,2748	0,000472	1,34517
0,000474	2,27496	0,000474	2,27448	0,000474	1,35065
0,000476	2,26916	0,000476	2,26997	0,000476	1,3558
0,000478	2,26949	0,000478	2,2682	0,000478	1,36079
0,00048	2,27077	0,00048	2,27093	0,00048	1,36659
0,000482	2,26836	0,000482	2,27077	0,000482	1,3719
0,000484	2,2682	0,000484	2,26884	0,000484	1,37657
0,000486	2,26916	0,000486	2,26643	0,000486	1,38188
0,000488	2,26659	0,000488	2,26498	0,000488	1,38607
0,00049	2,26739	0,00049	2,26852	0,00049	1,39122
0,000492	2,26433	0,000492	2,26433	0,000492	1,39621
0,000494	2,26578	0,000494	2,2624	0,000494	1,40056
0,000496	2,26321	0,000496	2,26305	0,000496	1,40539
0,000498	2,2595	0,000498	2,25934	0,000498	1,40877
0,0005	-2,21709	0,0005	-0,918796	0,0005	1,25308
0,000502	-2,72038	0,000502	-1,99878	0,000502	1,14763
0,000504	-2,69945	0,000504	-2,41528	0,000504	1,06938
0,000506	-2,6885	0,000506	-2,57693	0,000506	0,998702
0,000508	-2,68045	0,000508	-2,63762	0,000508	0,938649
0,00051	-2,66789	0,00051	-2,65791	0,00051	0,881172
0,000512	-2,6592	0,000512	-2,66097	0,000512	0,824017
0,000514	-2,65469	0,000514	-2,65356	0,000514	0,768472
0,000516	-2,64519	0,000516	-2,65034	0,000516	0,717435
0,000518	-2,63682	0,000518	-2,64583	0,000518	0,664788
0,00052	-2,63118	0,00052	-2,63617	0,00052	0,613751
0,000522	-2,62329	0,000522	-2,62828	0,000522	0,565935
0,000524	-2,6146	0,000524	-2,61911	0,000524	0,517313
0,000526	-2,60542	0,000526	-2,61331	0,000526	0,470301
0,000528	-2,59705	0,000528	-2,6043	0,000528	0,423933
0,00053	-2,59061	0,00053	-2,59818	0,00053	0,380302
0,000532	-2,58288	0,000532	-2,59125	0,000532	0,336833
0,000534	-2,57596	0,000534	-2,58192	0,000534	0,294168
0,000536	-2,56469	0,000536	-2,57274	0,000536	0,254562
0,000538	-2,55841	0,000538	-2,56582	0,000538	0,211897
0,00054	-2,55439	0,00054	-2,55744	0,00054	0,175995
0,000542	-2,54666	0,000542	-2,55197	0,000542	0,137355
0,000544	-2,53861	0,000544	-2,54183	0,000544	0,100647
0,000546	-2,53426	0,000546	-2,53716	0,000546	0,0620075
0,000548	-2,52331	0,000548	-2,52975	0,000548	0,0273928
0,00055	-2,51961	0,00055	-2,52557	0,00055	-0,00931494
0,000552	-2,51639	0,000552	-2,518	0,000552	-0,0407097
0,000554	-2,50802	0,000554	-2,51575	0,000554	-0,0748414
0,000556	-2,50174	0,000556	-2,50721	0,000556	-0,106719
0,000558	-2,49385	0,000558	-2,50158	0,000558	-0,13908
0,00056	-2,49031	0,00056	-2,49482	0,00056	-0,170314
0,000562	-2,48403	0,000562	-2,48966	0,000562	-0,200259
0,000564	-2,47984	0,000564	-2,48499	0,000564	-0,230366
0,000566	-2,47308	0,000566	-2,47888	0,000566	-0,258541
0,000568	-2,46728	0,000568	-2,47694	0,000568	-0,287038
0,00057	-2,46551	0,00057	-2,46745	0,00057	-0,313924
0,000572	-2,45569	0,000572	-2,45972	0,000572	-0,342582
0,000574	-2,45086	0,000574	-2,45634	0,000574	-0,366893
0,000576	-2,44619	0,000576	-2,45086	0,000576	-0,393297
0,000578	-2,44635	0,000578	-2,4478	0,000578	-0,420183
0,00058	-2,43879	0,00058	-2,44281	0,00058	-0,443045
0,000582	-2,43235	0,000582	-2,44088	0,000582	-0,469771
0,000584	-2,43235	0,000584	-2,43492	0,000584	-0,493438
0,000586	-2,42623	0,000586	-2,4309	0,000586	-0,515173
0,000588	-2,42092	0,000588	-2,42639	0,000588	-0,538678
0,00059	-2,41705	0,00059	-2,41898	0,00059	-0,560735
0,000592	-2,41367	0,000592	-2,41576	0,000592	-0,582631
0,000594	-2,41142	0,000594	-2,41238	0,000594	-0,6034
0,000596	-2,40369	0,000596	-2,40771	0,000596	-0,623686
0,000598	-2,39999	0,000598	-2,40466	0,000598	-0,644293
0,0006	-2,39661	0,0006	-2,39902	0,0006	-0,663613
0,000602	-2,39194	0,000602	-2,39693	0,000602	-0,684543
0,000604	-2,39129	0,000604	-2,39451	0,000604	-0,702736
0,000606	-2,38791	0,000606	-2,39145	0,000606	-0,720446
0,000608	-2,38115	0,000608	-2,38678	0,000608	-0,738638
0,00061	-2,37857	0,00061	-2,38276	0,00061	-0,757314
0,000612	-2,37568	0,000612	-2,38131	0,000612	-0,775829
0,000614	-2,37423	0,000614	-2,37616	0,000614	-0,791929
0,000616	-2,37181	0,000616	-2,37407	0,000616	-0,808834
0,000618	-2,36763	0,000618	-2,37294	0,000618	-0,824773
0,00062	-2,36215	0,00062	-2,36891	0,00062	-0,84055
0,000622	-2,35925	0,000622	-2,36666	0,000622	-0,856489
0,000624	-2,3578	0,000624	-2,36135	0,000624	-0,871623
0,000626	-2,35507	0,000626	-2,35797	0,000626	-0,887884
0,000628	-2,35523	0,000628	-2,35571	0,000628	-0,902696
0,00063	-2,35072	0,00063	-2,3541	0,00063	-0,916381
0,000632	-2,34718	0,000632	-2,3533	0,000632	-0,930227
0,000634	-2,34573	0,000634	-2,34911	0,000634	-0,944072
0,000636	-2,3417	0,000636	-2,34621	0,000636	-0,95824
0,000638	-2,33993	0,000638	-2,34251	0,000638	-0,970798
0,00064	-2,33816	0,00064	-2,33414	0,00064	-0,985127
0,000642	-2,33204	0,000642	-2,33607	0,000642	-0,997685
0,000644	-2,33462	0,000644	-2,33607	0,000644	-1,00863
0,000646	-2,33011	0,000646	-2,33349	0,000646	-1,02103
0,000648	-2,32899	0,000648	-2,33076	0,000648	-1,0331
0,00065	-2,32673	0,00065	-2,32947	0,00065	-1,04582
0,000652	-2,32416	0,000652	-2,32866	0,000652	-1,05613
0,000654	-2,32399	0,000654	-2,32448	0,000654	-1,06788
0,000656	-2,3219	0,000656	-2,3219	0,000656	-1,07963
0,000658	-2,31788	0,000658	-2,32158	0,000658	-1,08978
0,00066	-2,31272	0,00066	-2,31804	0,00066	-1,09992
0,000662	-2,31192	0,000662	-2,31804	0,000662	-1,11071
0,000664	-2,31208	0,000664	-2,31401	0,000664	-1,12037
0,000666	-2,30693	0,000666	-2,31498	0,000666	-1,13051
0,000668	-2,30967	0,000668	-2,31015	0,000668	-1,14033
0,00067	-2,30693	0,00067	-2,31144	0,00067	-1,15063
0,000672	-2,30661	0,000672	-2,30693	0,000672	-1,15981
0,000674	-2,30419	0,000674	-2,30435	0,000674	-1,16915
0,000676	-2,30339	0,000676	-2,30612	0,000676	-1,17849
0,000678	-2,29904	0,000678	-2,30081	0,000678	-1,18654
0,00068	-2,29856	0,00068	-2,29968	0,00068	-1,19523
0,000682	-2,29727	0,000682	-2,30049	0,000682	-1,20376
0,000684	-2,2955	0,000684	-2,29856	0,000684	-1,21197
0,000686	-2,29099	0,000686	-2,29711	0,000686	-1,22051
0,000688	-2,29131	0,000688	-2,29357	0,000688	-1,22791
0,00069	-2,29373	0,00069	-2,29244	0,00069	-1,23564
0,000692	-2,28857	0,000692	-2,29099	0,000692	-1,24272
0,000694	-2,28809	0,000694	-2,29067	0,000694	-1,2511
0,000696	-2,28262	0,000696	-2,28986	0,000696	-1,25818
0,000698	-2,28262	0,000698	-2,28664	0,000698	-1,2651
0,0007	-2,28374	0,0007	-2,2868	0,0007	-1,27251
0,000702	-2,28181	0,000702	-2,28487	0,000702	-1,27911
0,000704	-2,27988	0,000704	-2,27988	0,000704	-1,28587
0,000706	-2,27972	0,000706	-2,27972	0,000706	-1,29296
0,000708	-2,27618	0,000708	-2,28085	0,000708	-1,29859
0,00071	-2,27795	0,00071	-2,27891	0,00071	-1,30551
0,000712	-2,27714	0,000712	-2,27827	0,000712	-1,31212
0,000714	-2,27473	0,000714	-2,27891	0,000714	-1,31775
0,000716	-2,27473	0,000716	-2,27666	0,000716	-1,32387
0,000718	-2,27312	0,000718	-2,27296	0,000718	-1,32966
0,00072	-2,2728	0,00072	-2,27312	0,00072	-1,33578
0,000722	-2,26877	0,000722	-2,27103	0,000722	-1,34126
0,000724	-2,27038	0,000724	-2,27215	0,000724	-1,3477
0,000726	-2,27119	0,000726	-2,27312	0,000726	-1,35349
0,000728	-2,2699	0,000728	-2,26781	0,000728	-1,35784
0,00073	-2,26861	0,00073	-2,26797	0,00073	-1,36315
0,000732	-2,26378	0,000732	-2,26652	0,000732	-1,36814
0,000734	-2,26523	0,000734	-2,26684	0,000734	-1,37281
0,000736	-2,26394	0,000736	-2,26507	0,000736	-1,37845
0,000738	-2,26153	0,000738	-2,26732	0,000738	-1,38312
0,00074	-2,26185	0,00074	-2,267	0,00074	-1,38762
0,000742	-2,25782	0,000742	-2,26233	0,000742	-1,39294
0,000744	-2,25976	0,000744	-2,26233	0,000744	-1,39712
0,000746	-2,25911	0,000746	-2,26298	0,000746	-1,40211
0,000748	-2,25766	0,000748	-2,25992	0,000748	-1,4005
0,00075	2,73044	0,00075	0,94525	0,00075	-1,23435
0,000752	2,70854	0,000752	2,00705	0,000752	-1,12906
0,000754	2,69969	0,000754	2,42711	0,000754	-1,0513
0,000756	2,6918	0,000756	2,58103	0,000756	-0,983195
0,000758	2,67876	0,000758	2,6369	0,000758	-0,921694
0,00076	2,67361	0,00076	2,65815	0,00076	-0,865666
0,000762	2,66395	0,000762	2,65863	0,000762	-0,807546
0,000764	2,6567	0,000764	2,65622	0,000764	-0,752967
0,000766	2,6472	0,000766	2,64994	0,000766	-0,702736
0,000768	2,64012	0,000768	2,64253	0,000768	-0,650894
0,00077	2,63013	0,00077	2,63545	0,00077	-0,599053
0,000772	2,62337	0,000772	2,62788	0,000772	-0,550914
0,000774	2,61194	0,000774	2,61741	0,000774	-0,503903
0,000776	2,60663	0,000776	2,61065	0,000776	-0,45834
0,000778	2,59842	0,000778	2,60196	0,000778	-0,41165
0,00078	2,59037	0,00078	2,59632	0,00078	-0,364961
0,000782	2,58151	0,000782	2,5865	0,000782	-0,322457
0,000784	2,57604	0,000784	2,58167	0,000784	-0,28414
0,000786	2,56686	0,000786	2,57233	0,000786	-0,242441
0,000788	2,55623	0,000788	2,56042	0,000788	-0,201547
0,00079	2,55446	0,00079	2,5535	0,00079	-0,162264
0,000792	2,54867	0,000792	2,54979	0,000792	-0,127166
0,000794	2,5382	0,000794	2,54287	0,000794	-0,0867553
0,000796	2,53337	0,000796	2,53659	0,000796	-0,0516576
0,000798	2,52757	0,000798	2,53015	0,000798	-0,0165599
0,0008	2,51952	0,0008	2,52484	0,0008	0,0159619
0,000802	2,51566	0,000802	2,51727	0,000802	0,0525086
0,000804	2,50632	0,000804	2,51212	0,000804	0,0840644
0,000806	2,50197	0,000806	2,50471	0,000806	0,117552
0,000808	2,49763	0,000808	2,50036	0,000808	0,148625
0,00081	2,49135	0,00081	2,49553	0,00081	0,179215
0,000812	2,4862	0,000812	2,48926	0,000812	0,210931
0,000814	2,48088	0,000814	2,48346	0,000814	0,240072
0,000816	2,47638	0,000816	2,47799	0,000816	0,268247
0,000818	2,46897	0,000818	2,4701	0,000818	0,295134
0,00082	2,46382	0,00082	2,46559	0,00082	0,325402
0,000822	2,45689	0,000822	2,4606	0,000822	0,351323
0,000824	2,45544	0,000824	2,45802	0,000824	0,376921
0,000826	2,44933	0,000826	2,45174	0,000826	0,403808
0,000828	2,44369	0,000828	2,44739	0,000828	0,428441
0,00083	2,43999	0,00083	2,44192	0,00083	0,453557
0,000832	2,43435	0,000832	2,43806	0,000832	0,475614
0,000834	2,43097	0,000834	2,4358	0,000834	0,502179
0,000836	2,42711	0,000836	2,43017	0,000836	0,524558
0,000838	2,42389	0,000838	2,42663	0,000838	0,546937
0,00084	2,42099	0,00084	2,42228	0,00084	0,568833
0,000842	2,41535	0,000842	2,4168	0,000842	0,589118
0,000844	2,41213	0,000844	2,41294	0,000844	0,610531
0,000846	2,4073	0,000846	2,40714	0,000846	0,632105
0,000848	2,4036	0,000848	2,40457	0,000848	0,650459
0,00085	2,40022	0,00085	2,40054	0,00085	0,672033
0,000852	2,39603	0,000852	2,39764	0,000852	0,690226
0,000854	2,39185	0,000854	2,39281	0,000854	0,709868
