Time - V_C	Amplitude - V_C	Time - V_R	Amplitude - V_R	Time - V_S	Amplitude - V_S
0,00114	1,77125	0,00114	0,447315	0,00114	-0,042116
0,00116	1,94121	0,00116	0,606006	0,00116	-0,0355173
0,00118	2,08397	0,00118	0,755363	0,00118	-0,0281138
0,0012	2,1881	0,0012	0,892488	0,0012	-0,0199057
0,00122	2,2615	0,00122	1,01625	0,00122	-0,0100881
0,00124	2,30125	0,00124	1,12393	0,00124	-0,00316753
0,00126	2,30044	0,00126	1,21438	0,00126	0,00809855
0,00128	2,2652	0,00128	1,28568	0,00128	0,0127659
0,0013	2,19181	0,0013	1,3367	0,0013	0,024032
0,00132	2,08574	0,00132	1,36712	0,00132	0,0306307
0,00134	1,94282	0,00134	1,37548	0,00134	0,0394826
0,00136	1,77383	0,00136	1,36116	0,00136	0,0467251
0,00138	1,5757	0,00138	1,3243	0,00138	0,0542895
0,0014	1,35327	0,0014	1,26636	0,0014	0,0634633
0,00142	1,10606	0,00142	1,18686	0,00142	0,0618538
0,00144	0,840664	0,00144	1,08852	0,00144	0,0661993
0,00146	0,561747	0,00146	0,971834	0,00146	0,0692573
0,00148	0,275427	0,00148	0,840342	0,00148	0,0707057
0,0015	-0,0166868	0,0015	0,695813	0,0015	0,0676478
0,00152	-0,296407	0,00152	0,541307	0,00152	0,0650727
0,00154	-0,589003	0,00154	0,378431	0,00154	0,0658774
0,00156	-0,864538	0,00156	0,209279	0,00156	0,0639461
0,00158	-1,13058	0,00158	0,0375513	0,00158	0,0578302
0,0016	-1,37553	0,0016	-0,134498	0,0016	0,0573474
0,00162	-1,60118	0,00162	-0,305259	0,00162	0,0494611
0,00164	-1,79994	0,00164	-0,47087	0,00164	0,0409311
0,00166	-1,97263	0,00166	-0,629721	0,00166	0,0315964
0,00168	-2,1096	0,00168	-0,778755	0,00168	0,0262852
0,0017	-2,21711	0,0017	-0,916201	0,0017	0,0188818
0,00172	-2,29243	0,00172	-1,03964	0,00172	0,00294834
0,00174	-2,33218	0,00174	-1,14748	0,00174	0,000212293
0,00176	-2,33283	0,00176	-1,23744	0,00176	-0,0108928
0,00178	-2,29661	0,00178	-1,30923	0,00178	-0,0157212
0,0018	-2,22113	0,0018	-1,35992	0,0018	-0,0239293
0,00182	-2,11636	0,00182	-1,39034	0,00182	-0,0358391
0,00184	-1,97344	0,00184	-1,39839	0,00184	-0,0416331
0,00186	-1,80461	0,00186	-1,38422	0,00186	-0,0490365
0,00188	-1,6089	0,00188	-1,34753	0,00188	-0,0525773
0,0019	-1,38551	0,0019	-1,28911	0,0019	-0,0572447
0,00192	-1,13428	0,00192	-1,2096	0,00192	-0,0635215
0,00194	-0,877092	0,00194	-1,11062	0,00194	-0,0651309
0,00196	-0,594797	0,00196	-0,995063	0,00196	-0,0683498
0,00198	-0,311375	0,00198	-0,863733	0,00198	-0,0704421
