Time - V_C	Amplitude - V_C	Time - V_R	Amplitude - V_R	Time - V_S	Amplitude - V_S
7,20E-05	-2,42537	7,20E-05	-0,0697983	7,20E-05	0,269955
7,40E-05	-2,46496	7,40E-05	-0,105367	7,40E-05	0,186264
7,60E-05	-2,4619	7,60E-05	-0,138843	7,60E-05	0,103538
7,80E-05	-2,42376	7,80E-05	-0,17071	7,80E-05	0,0169505
8,00E-05	-2,34136	8,00E-05	-0,200002	8,00E-05	-0,0712468
8,20E-05	-2,22741	8,20E-05	-0,226558	8,20E-05	-0,154777
8,40E-05	-2,07854	8,40E-05	-0,249573	8,40E-05	-0,241686
8,60E-05	-1,89506	8,60E-05	-0,268564	8,60E-05	-0,316686
8,80E-05	-1,68117	8,80E-05	-0,283854	8,80E-05	-0,391042
9,00E-05	-1,44055	9,00E-05	-0,29512	9,00E-05	-0,459121
9,20E-05	-1,18482	9,20E-05	-0,301879	9,20E-05	-0,522533
9,40E-05	-0,901555	9,40E-05	-0,303811	9,40E-05	-0,577093
9,60E-05	-0,607511	9,60E-05	-0,301396	9,60E-05	-0,613949
9,80E-05	-0,304132	9,80E-05	-0,294959	9,80E-05	-0,649678
1,00E-04	0,00214362	1,00E-04	-0,283371	1,00E-04	-0,673981
0,000102	0,304879	0,000102	-0,268081	0,000102	-0,685891
0,000104	0,611478	0,000104	-0,248124	0,000104	-0,68911
0,000106	0,901501	0,000106	-0,22527	0,000106	-0,682511
0,000108	1,17849	0,000108	-0,19791	0,000108	-0,662393
0,00011	1,43729	0,00011	-0,168296	0,00011	-0,636481
0,000112	1,67726	0,000112	-0,136268	0,000112	-0,59367
0,000114	1,88681	0,000114	-0,10247	0,000114	-0,54426
0,000116	2,06498	0,000116	-0,064809	0,000116	-0,485033
0,000118	2,21241	0,000118	-0,0297233	0,000118	-0,41969
0,00012	2,31879	0,00012	0,00777666	0,00012	-0,346461
0,000122	2,39637	0,000122	0,0438281	0,000122	-0,270012
0,000124	2,43146	0,000124	0,0800405	0,000124	-0,187609
0,000126	2,42679	0,000126	0,113034	0,000126	-0,105367
0,000128	2,38993	0,000128	0,145384	0,000128	-0,0157212
0,00013	2,31123	0,00013	0,174997	0,00013	0,0660384
0,000132	2,19567	0,000132	0,200749	0,000132	0,155684
0,000134	2,04583	0,000134	0,223603	0,000134	0,238731
0,000136	1,86219	0,000136	0,243077	0,000136	0,317755
0,000138	1,65102	0,000138	0,257562	0,000138	0,391306
0,00014	1,41202	0,00014	0,269311	0,00014	0,457294
0,000142	1,15016	0,000142	0,275749	0,000142	0,519418
0,000144	0,870117	0,000144	0,278163	0,000144	0,573174
0,000146	0,572852	0,000146	0,275588	0,000146	0,618399
0,000148	0,267379	0,000148	0,268667	0,000148	0,651715
0,00015	-0,0339078	0,00015	0,257723	0,00015	0,67473
0,000152	-0,344207	0,000152	0,24195	0,000152	0,685996
0,000154	-0,641792	0,000154	0,222476	0,000154	0,689215
0,000156	-0,938572	0,000156	0,198656	0,000156	0,681811
0,000158	-1,21121	0,000158	0,171779	0,000158	0,662176
0,00016	-1,47049	0,00016	0,142165	0,00016	0,634011
0,000162	-1,70724	0,000162	0,109654	0,000162	0,59136
0,000164	-1,91518	0,000164	0,0748903	0,000164	0,542916
0,000166	-2,0935	0,000166	0,0406092	0,000166	0,486264
0,000168	-2,24382	0,000168	0,003914	0,000168	0,416575
0,00017	-2,35858	0,00017	-0,0337469	0,00017	0,347047
0,000172	-2,42972	0,000172	-0,0701202	0,000172	0,27253
0,000174	-2,46818	0,000174	-0,105528	0,000174	0,18562
0,000176	-2,46271	0,000176	-0,139487	0,000176	0,101285
0,000178	-2,42199	0,000178	-0,171515	0,000178	0,015502
0,00018	-2,34554	0,00018	-0,200002	0,00018	-0,0743047
0,000182	-2,22934	0,000182	-0,226719	0,000182	-0,157191
0,000184	-2,07789	0,000184	-0,249251	0,000184	-0,243779
0,000186	-1,89425	0,000186	-0,268403	0,000186	-0,316847
0,000188	-1,68052	0,000188	-0,283693	0,000188	-0,395227
0,00019	-1,4441	0,00019	-0,294315	0,00019	-0,462018
0,000192	-1,18015	0,000192	-0,301396	0,000192	-0,521889
0,000194	-0,903486	0,000194	-0,303167	0,000194	-0,572747
0,000196	-0,605097	0,000196	-0,301396	0,000196	-0,618616
0,000198	-0,305098	0,000198	-0,294315	0,000198	-0,652093
