Time - V_S	Amplitude - V_S	Time - V_R	Amplitude - V_R	Time - V_C	Amplitude - V_C
6,40E-05	-2,50351	6,40E-05	-2,50705	6,40E-05	-0,106236
6,60E-05	-2,49514	6,60E-05	-2,49771	6,60E-05	-0,136987
6,80E-05	-2,48886	6,80E-05	-2,49465	6,80E-05	-0,169187
7,00E-05	-2,48161	7,00E-05	-2,48886	7,00E-05	-0,196878
7,20E-05	-2,4792	7,20E-05	-2,48226	7,20E-05	-0,227307
7,40E-05	-2,47372	7,40E-05	-2,47872	7,40E-05	-0,255321
7,60E-05	-2,46954	7,60E-05	-2,47485	7,60E-05	-0,282852
7,80E-05	-2,46084	7,80E-05	-2,46906	7,80E-05	-0,311831
8,00E-05	-2,45489	8,00E-05	-2,4631	8,00E-05	-0,337752
8,20E-05	-2,4499	8,20E-05	-2,45457	8,20E-05	-0,362868
8,40E-05	-2,44877	8,40E-05	-2,45167	8,40E-05	-0,388628
8,60E-05	-2,4412	8,60E-05	-2,44909	8,60E-05	-0,414709
8,80E-05	-2,43798	8,80E-05	-2,44185	8,80E-05	-0,438698
9,00E-05	-2,42881	9,00E-05	-2,43895	9,00E-05	-0,462687
9,20E-05	-2,43106	9,20E-05	-2,43428	9,20E-05	-0,486837
9,40E-05	-2,42671	9,40E-05	-2,43106	9,40E-05	-0,50986
9,60E-05	-2,42076	9,60E-05	-2,42687	9,60E-05	-0,532238
9,80E-05	-2,41657	9,80E-05	-2,42398	9,80E-05	-0,552685
1,00E-04	-2,41335	1,00E-04	-2,42059	1,00E-04	-0,575547
0,000102	-2,40981	0,000102	-2,41544	0,000102	-0,595672
0,000104	-2,40884	0,000104	-2,4082	0,000104	-0,616602
0,000106	-2,39983	0,000106	-2,40594	0,000106	-0,636243
0,000108	-2,39805	0,000108	-2,40047	0,000108	-0,655724
0,00011	-2,39129	0,00011	-2,39773	0,00011	-0,676332
0,000112	-2,39017	0,000112	-2,39339	0,000112	-0,695491
0,000114	-2,38517	0,000114	-2,38936	0,000114	-0,712879
0,000116	-2,38501	0,000116	-2,38662	0,000116	-0,731715
0,000118	-2,38405	0,000118	-2,38614	0,000118	-0,748942
0,00012	-2,37841	0,00012	-2,38034	0,00012	-0,767618
0,000122	-2,37745	0,000122	-2,37632	0,000122	-0,782913
0,000124	-2,36891	0,000124	-2,37487	0,000124	-0,799979
0,000126	-2,36569	0,000126	-2,37246	0,000126	-0,816401
0,000128	-2,3636	0,000128	-2,36907	0,000128	-0,83234
0,00013	-2,36167	0,00013	-2,36618	0,00013	-0,8486
0,000132	-2,36054	0,000132	-2,36328	0,000132	-0,864056
0,000134	-2,3578	0,000134	-2,35909	0,000134	-0,877741
0,000136	-2,35652	0,000136	-2,35925	0,000136	-0,89207
0,000138	-2,35507	0,000138	-2,35829	0,000138	-0,907365
0,00014	-2,34782	0,00014	-2,35233	0,00014	-0,92105
0,000142	-2,34798	0,000142	-2,35056	0,000142	-0,93554
0,000144	-2,3438	0,000144	-2,34798	0,000144	-0,948258
0,000146	-2,33961	0,000146	-2,34299	0,000146	-0,962104
0,000148	-2,34009	0,000148	-2,34331	0,000148	-0,974662
0,00015	-2,33752	0,00015	-2,34492	0,00015	-0,98722
0,000152	-2,33446	0,000152	-2,33913	0,000152	-0,999939
0,000154	-2,33462	0,000154	-2,33462	0,000154	-1,01073
0,000156	-2,33172	0,000156	-2,33301	0,000156	-1,02393
0,000158	-2,32899	0,000158	-2,33108	0,000158	-1,0352
0,00016	-2,32464	0,00016	-2,32738	0,00016	-1,04695
0,000162	-2,32367	0,000162	-2,32609	0,000162	-1,05758
0,000164	-2,32029	0,000164	-2,32689	0,000164	-1,06949
0,000166	-2,32158	0,000166	-2,32432	0,000166	-1,0814
0,000168	-2,31852	0,000168	-2,32255	0,000168	-1,0909
0,00017	-2,31739	0,00017	-2,31884	0,00017	-1,10008
0,000172	-2,31514	0,000172	-2,31289	0,000172	-1,11119
0,000174	-2,31192	0,000174	-2,31546	0,000174	-1,1202
0,000176	-2,30838	0,000176	-2,3116	0,000176	-1,13035
0,000178	-2,30725	0,000178	-2,31095	0,000178	-1,14081
0,00018	-2,30822	0,00018	-2,3087	0,00018	-1,15015
0,000182	-2,30484	0,000182	-2,30854	0,000182	-1,15965
0,000184	-2,3021	0,000184	-2,30596	0,000184	-1,16754
0,000186	-2,3029	0,000186	-2,30628	0,000186	-1,17575
0,000188	-2,30081	0,000188	-2,30339	0,000188	-1,18541
0,00019	-2,30033	0,00019	-2,30371	0,00019	-1,19362
0,000192	-2,29936	0,000192	-2,30033	0,000192	-1,20215
0,000194	-2,29373	0,000194	-2,29791	0,000194	-1,21004
0,000196	-2,28906	0,000196	-2,29501	0,000196	-1,21745
0,000198	-2,29292	0,000198	-2,29534	0,000198	-1,22518
0,0002	-2,28922	0,0002	-2,29147	0,0002	-1,23403
0,000202	-2,29002	0,000202	-2,29067	0,000202	-1,23999
0,000204	-2,28954	0,000204	-2,29163	0,000204	-1,24884
0,000206	-2,28358	0,000206	-2,29179	0,000206	-1,2556
0,000208	-2,28664	0,000208	-2,28777	0,000208	-1,26285
0,00021	-2,28165	0,00021	-2,28519	0,00021	-1,26977
0,000212	-2,2823	0,000212	-2,28407	0,000212	-1,27557
0,000214	-2,28197	0,000214	-2,28326	0,000214	-1,28281
0,000216	-2,28165	0,000216	-2,28197	0,000216	-1,28909
0,000218	-2,28133	0,000218	-2,28052	0,000218	-1,29553
0,00022	-2,27714	0,00022	-2,27972	0,00022	-1,30181
0,000222	-2,27795	0,000222	-2,27763	0,000222	-1,30857
0,000224	-2,27441	0,000224	-2,27908	0,000224	-1,31389
0,000226	-2,27569	0,000226	-2,27698	0,000226	-1,31984
0,000228	-2,27151	0,000228	-2,27408	0,000228	-1,32677
0,00023	-2,27344	0,00023	-2,27489	0,00023	-1,33224
0,000232	-2,26861	0,000232	-2,27199	0,000232	-1,33755
0,000234	-2,27135	0,000234	-2,27086	0,000234	-1,34238
0,000236	-2,27441	0,000236	-2,26942	0,000236	-1,34802
0,000238	-2,26797	0,000238	-2,26974	0,000238	-1,35269
0,00024	-2,26603	0,00024	-2,26974	0,00024	-1,35864
0,000242	-2,26442	0,000242	-2,26781	0,000242	-1,36315
0,000244	-2,2641	0,000244	-2,26684	0,000244	-1,36879
0,000246	-2,26491	0,000246	-2,26732	0,000246	-1,37313
0,000248	-2,26555	0,000248	-2,26523	0,000248	-1,37748
0,00025	-2,25879	0,00025	-2,26523	0,00025	-1,38263
0,000252	-2,2612	0,000252	-2,2641	0,000252	-1,38666
0,000254	-2,26314	0,000254	-2,26314	0,000254	-1,39229
0,000256	-2,26426	0,000256	-2,26153	0,000256	-1,39583
0,000258	-2,25686	0,000258	-2,26265	0,000258	-1,40034
0,00026	-2,25895	0,00026	-2,25992	0,00026	-1,40405
0,000262	-2,25847	0,000262	-2,2612	0,000262	-1,40839
0,000264	-2,25734	0,000264	-2,26072	0,000264	-1,4129
0,000266	-2,2567	0,000266	-2,25863	0,000266	-1,41644
0,000268	-2,25686	0,000268	-2,25831	0,000268	-1,42063
0,00027	-2,25058	0,00027	-2,25637	0,00027	-1,4253
0,000272	-2,25476	0,000272	-2,25573	0,000272	-1,4282
0,000274	-2,2567	0,000274	-2,25621	0,000274	-1,43158
0,000276	-2,25396	0,000276	-2,25621	0,000276	-1,43608
0,000278	-2,2538	0,000278	-2,25637	0,000278	-1,43995
0,00028	-2,25026	0,00028	-2,25299	0,00028	-1,44333
0,000282	-2,2509	0,000282	-2,25267	0,000282	-1,44687
0,000284	-2,24849	0,000284	-2,24929	0,000284	-1,44977
0,000286	-2,25106	0,000286	-2,25042	0,000286	-1,45379
0,000288	-2,24929	0,000288	-2,25203	0,000288	-1,45669
0,00029	-2,24961	0,00029	-2,25058	0,00029	-1,45927
0,000292	-2,24993	0,000292	-2,24993	0,000292	-1,46313
0,000294	-2,24736	0,000294	-2,24945	0,000294	-1,46522
0,000296	-2,24559	0,000296	-2,24849	0,000296	-1,46925
0,000298	-2,24704	0,000298	-2,24671	0,000298	-1,47166
0,0003	-2,24462	0,0003	-2,24768	0,0003	-1,47488
0,000302	-2,24639	0,000302	-2,24832	0,000302	-1,47746
0,000304	-2,24478	0,000304	-2,24704	0,000304	-1,48004
0,000306	-2,24382	0,000306	-2,24591	0,000306	-1,48293
0,000308	-2,2443	0,000308	-2,24607	0,000308	-1,48615
0,00031	-2,24366	0,00031	-2,24623	0,00031	-1,48937
0,000312	-2,24237	0,000312	-2,24527	0,000312	-1,49082
0,000314	-2,24044	0,000314	-2,24575	0,000314	-1,49308
0,000316	-2,23979	0,000316	-2,24382	0,000316	-1,49598
0,000318	-2,24188	0,000318	-2,24205	0,000318	-1,49855
0,00032	-2,2406	0,00032	-2,2414	0,00032	-1,50097
0,000322	-2,23786	0,000322	-2,24124	0,000322	-1,50306
0,000324	-2,23963	0,000324	-2,24108	0,000324	-1,50612
0,000326	-2,23754	0,000326	-2,23995	0,000326	-1,50741
0,000328	-2,23947	0,000328	-2,24237	0,000328	-1,51063
0,00033	-2,23738	0,00033	-2,24172	0,00033	-1,51224
0,000332	-2,23834	0,000332	-2,23995	0,000332	-1,51417
0,000334	-2,23367	0,000334	-2,23995	0,000334	-1,51674
0,000336	-2,23625	0,000336	-2,23673	0,000336	-1,51819
0,000338	-2,23673	0,000338	-2,23705	0,000338	-1,52013
0,00034	-2,23528	0,00034	-2,23673	0,00034	-1,52254
0,000342	-2,23625	0,000342	-2,2385	0,000342	-1,52479
0,000344	-2,23641	0,000344	-2,23561	0,000344	-1,52673
0,000346	-2,23416	0,000346	-2,23899	0,000346	-1,5285
0,000348	-2,23174	0,000348	-2,23915	0,000348	-1,53075
0,00035	-2,23786	0,00035	-2,23432	0,00035	-1,53204
0,000352	-2,23561	0,000352	-2,23754	0,000352	-1,53381
0,000354	-2,23061	0,000354	-2,23561	0,000354	-1,53526
0,000356	-2,23544	0,000356	-2,23528	0,000356	-1,53735
0,000358	-2,23577	0,000358	-2,23883	0,000358	-1,53912
0,00036	-2,23705	0,00036	-2,23722	0,00036	-1,54106
0,000362	-2,2385	0,000362	-2,2348	0,000362	-1,54218
0,000364	-2,23287	0,000364	-2,23416	0,000364	-1,54363
0,000366	-2,2311	0,000366	-2,2348	0,000366	-1,54572
0,000368	-2,22949	0,000368	-2,23383	0,000368	-1,54701
0,00037	-2,23013	0,00037	-2,23287	0,00037	-1,54862
0,000372	-2,22772	0,000372	-2,23013	0,000372	-1,54991
0,000374	-2,2311	0,000374	-2,23287	0,000374	-1,55088
0,000376	-2,2319	0,000376	-2,23319	0,000376	-1,55216
0,000378	-2,22852	0,000378	-2,23432	0,000378	-1,55442
0,00038	-2,22965	0,00038	-2,2348	0,00038	-1,55555
0,000382	-2,23029	0,000382	-2,23271	0,000382	-1,55667
0,000384	-2,22868	0,000384	-2,23142	0,000384	-1,55812
0,000386	-2,229	0,000386	-2,23061	0,000386	-1,55957
0,000388	-2,22949	0,000388	-2,22981	0,000388	-1,56102
0,00039	-2,22868	0,00039	-2,2311	0,00039	-1,56215
0,000392	-2,22965	0,000392	-2,23255	0,000392	-1,56327
0,000394	-2,23029	0,000394	-2,22965	0,000394	-1,56408
0,000396	-2,22949	0,000396	-2,23206	0,000396	-1,56617
0,000398	-2,22578	0,000398	-2,23078	0,000398	-1,56698
0,0004	-2,23094	0,0004	-2,22659	0,0004	-1,56762
0,000402	-2,22643	0,000402	-2,22884	0,000402	-1,56923
0,000404	-2,22659	0,000404	-2,22949	0,000404	-1,57004
0,000406	-2,22836	0,000406	-2,22965	0,000406	-1,57132
0,000408	-2,22949	0,000408	-2,22981	0,000408	-1,57245
0,00041	-2,22691	0,00041	-2,229	0,00041	-1,57245
0,000412	-2,23142	0,000412	-2,22997	0,000412	-1,5747
0,000414	-2,22723	0,000414	-2,22949	0,000414	-1,57519
0,000416	-2,22562	0,000416	-2,22933	0,000416	-1,57583
0,000418	-2,22562	0,000418	-2,22659	0,000418	-1,57648
0,00042	-2,22482	0,00042	-2,2245	0,00042	-1,57792
0,000422	-2,22627	0,000422	-2,22836	0,000422	-1,57905
0,000424	-2,22884	0,000424	-2,22627	0,000424	-1,5797
0,000426	-2,22289	0,000426	-2,22659	0,000426	-1,58066
0,000428	-2,23174	0,000428	-2,23078	0,000428	-1,58211
0,00043	-2,22434	0,00043	-2,229	0,00043	-1,58259
0,000432	-2,2253	0,000432	-2,22482	0,000432	-1,5834
0,000434	-2,22079	0,000434	-2,22417	0,000434	-1,58388
0,000436	-2,22498	0,000436	-2,22305	0,000436	-1,58469
0,000438	-2,22224	0,000438	-2,22482	0,000438	-1,58597
0,00044	-2,22273	0,00044	-2,2253	0,00044	-1,58613
0,000442	-2,22498	0,000442	-2,2282	0,000442	-1,58758
0,000444	-2,2282	0,000444	-2,22691	0,000444	-1,58807
0,000446	-2,22256	0,000446	-2,22482	0,000446	-1,58919
0,000448	-2,22417	0,000448	-2,2245	0,000448	-1,58952
0,00045	-2,229	0,00045	-2,22112	0,00045	-1,59016
0,000452	-2,22369	0,000452	-2,22417	0,000452	-1,59096
0,000454	-2,21967	0,000454	-2,22514	0,000454	-1,59129
0,000456	-2,22289	0,000456	-2,2216	0,000456	-1,59161
0,000458	-2,22273	0,000458	-2,22305	0,000458	-1,59306
0,00046	-2,22031	0,00046	-2,22353	0,00046	-1,59354
0,000462	-2,22176	0,000462	-2,22256	0,000462	-1,59386
0,000464	-2,22546	0,000464	-2,21693	0,000464	-1,59483
0,000466	-2,22578	0,000466	-2,22063	0,000466	-1,59531
0,000468	-2,22337	0,000468	-2,2224	0,000468	-1,59612
0,00047	-2,22224	0,00047	-2,22256	0,00047	-1,59644
0,000472	-2,21918	0,000472	-2,22208	0,000472	-1,59708
0,000474	-2,21999	0,000474	-2,2253	0,000474	-1,59789
0,000476	-2,22385	0,000476	-2,22289	0,000476	-1,59837
0,000478	-2,22112	0,000478	-2,22578	0,000478	-1,59918
0,00048	-2,22417	0,00048	-2,2245	0,00048	-1,5995
0,000482	-2,22256	0,000482	-2,22321	0,000482	-1,59982
0,000484	-2,22112	0,000484	-2,22401	0,000484	-1,6003
0,000486	-2,22353	0,000486	-2,2245	0,000486	-1,60127
0,000488	-2,22063	0,000488	-2,2216	0,000488	-1,60175
0,00049	-2,22192	0,00049	-2,22337	0,00049	-1,60223
0,000492	-2,21902	0,000492	-2,22578	0,000492	-1,6024
0,000494	-2,22192	0,000494	-2,22466	0,000494	-1,60288
0,000496	-2,22192	0,000496	-2,22256	0,000496	-1,60304
0,000498	-2,22321	0,000498	-2,22208	0,000498	-1,60336
0,0005	-2,22063	0,0005	-2,21999	0,0005	-1,60384
0,000502	-2,22305	0,000502	-2,22208	0,000502	-1,60481
0,000504	-2,21967	0,000504	-2,21999	0,000504	-1,60481
0,000506	-2,22273	0,000506	-2,2224	0,000506	-1,60562
0,000508	-2,21918	0,000508	-2,22305	0,000508	-1,60642
0,00051	-2,2216	0,00051	-2,22321	0,00051	-1,60658
0,000512	-2,22112	0,000512	-2,22144	0,000512	-1,60739
0,000514	-2,22369	0,000514	-2,22015	0,000514	-1,6069
0,000516	-2,21934	0,000516	-2,21999	0,000516	-1,60771
0,000518	-2,22273	0,000518	-2,22063	0,000518	-1,60819
0,00052	-2,22063	0,00052	-2,22015	0,00052	-1,60819
0,000522	-2,22192	0,000522	-2,22192	0,000522	-1,60867
0,000524	-2,2224	0,000524	-2,2224	0,000524	-1,60932
0,000526	-2,21967	0,000526	-2,21934	0,000526	-1,60996
0,000528	-2,21967	0,000528	-2,21902	0,000528	-1,6098
0,00053	-2,21757	0,00053	-2,21999	0,00053	-1,61012
0,000532	-2,21596	0,000532	-2,22289	0,000532	-1,61061
0,000534	-2,21854	0,000534	-2,22079	0,000534	-1,61141
0,000536	-2,21999	0,000536	-2,22611	0,000536	-1,61173
0,000538	-2,22144	0,000538	-2,22305	0,000538	-1,61189
0,00054	-2,22128	0,00054	-2,22144	0,00054	-1,61189
0,000542	-2,22208	0,000542	-2,22578	0,000542	-1,61238
0,000544	-2,22273	0,000544	-2,22256	0,000544	-1,61238
0,000546	-2,22079	0,000546	-2,2224	0,000546	-1,61254
0,000548	-2,21918	0,000548	-2,2216	0,000548	-1,6135
0,00055	-2,2187	0,00055	-2,22192	0,00055	-1,61318
0,000552	-2,2224	0,000552	-2,21886	0,000552	-1,61367
0,000554	-2,21822	0,000554	-2,22047	0,000554	-1,61383
0,000556	-2,22112	0,000556	-2,22047	0,000556	-1,61431
0,000558	-2,2216	0,000558	-2,22192	0,000558	-1,61431
0,00056	-2,2187	0,00056	-2,22047	0,00056	-1,61544
0,000562	-2,21645	0,000562	-2,22095	0,000562	-1,61479
0,000564	-2,22176	0,000564	-2,22176	0,000564	-1,61511
0,000566	-2,21902	0,000566	-2,22192	0,000566	-1,61544
0,000568	-2,21951	0,000568	-2,21983	0,000568	-1,61544
0,00057	-2,21918	0,00057	-2,22047	0,00057	-1,61592
0,000572	-2,22079	0,000572	-2,21854	0,000572	-1,61608
0,000574	-2,22063	0,000574	-2,22047	0,000574	-1,61656
0,000576	-2,2187	0,000576	-2,21886	0,000576	-1,61672
0,000578	-2,22031	0,000578	-2,2179	0,000578	-1,61656
0,00058	-2,21725	0,00058	-2,21999	0,00058	-1,61689
0,000582	-2,22112	0,000582	-2,22256	0,000582	-1,61769
0,000584	-2,21822	0,000584	-2,21918	0,000584	-1,61753
0,000586	-2,21822	0,000586	-2,22079	0,000586	-1,61785
0,000588	-2,21709	0,000588	-2,22208	0,000588	-1,61801
0,00059	-2,21886	0,00059	-2,22095	0,00059	-1,6185
0,000592	-2,22063	0,000592	-2,22015	0,000592	-1,61833
0,000594	-2,21725	0,000594	-2,22015	0,000594	-1,61801
0,000596	-2,21854	0,000596	-2,2179	0,000596	-1,61898
0,000598	-2,2179	0,000598	-2,22015	0,000598	-1,61833
0,0006	-2,22015	0,0006	-2,22031	0,0006	-1,61946
0,000602	-2,21757	0,000602	-2,21677	0,000602	-1,61914
0,000604	-2,21806	0,000604	-2,21822	0,000604	-1,6193
0,000606	-2,21612	0,000606	-2,21854	0,000606	-1,6193
0,000608	-2,21983	0,000608	-2,22273	0,000608	-1,61978
0,00061	-2,2179	0,00061	-2,22289	0,00061	-1,61994
0,000612	-2,21741	0,000612	-2,22256	0,000612	-1,61994
0,000614	-2,22112	0,000614	-2,22095	0,000614	-1,62027
0,000616	-2,21918	0,000616	-2,21999	0,000616	-1,62011
0,000618	-2,21934	0,000618	-2,21838	0,000618	-1,62027
0,00062	-2,21612	0,00062	-2,21967	0,00062	-1,62043
0,000622	-2,22385	0,000622	-2,2224	0,000622	-1,62043
0,000624	-2,21596	0,000624	-2,215	0,000624	-1,62123
0,000626	-2,21854	0,000626	-2,21806	0,000626	-1,62107
0,000628	-2,22047	0,000628	-2,21693	0,000628	-1,62123
0,00063	-2,22015	0,00063	-2,22224	0,00063	-1,62139
0,000632	-2,21741	0,000632	-2,21918	0,000632	-1,62139
0,000634	-2,21596	0,000634	-2,21854	0,000634	-1,62172
0,000636	-2,21468	0,000636	-2,2187	0,000636	-1,62123
0,000638	-2,21564	0,000638	-2,21967	0,000638	-1,62155
0,00064	-2,21629	0,00064	-2,21677	0,00064	-1,6222
0,000642	-2,22224	0,000642	-2,21806	0,000642	-1,62188
0,000644	-2,21854	0,000644	-2,21902	0,000644	-1,62204
0,000646	-2,21548	0,000646	-2,21886	0,000646	-1,62204
0,000648	-2,2158	0,000648	-2,21838	0,000648	-1,62252
0,00065	-2,21645	0,00065	-2,22047	0,00065	-1,62236
0,000652	-2,21516	0,000652	-2,21902	0,000652	-1,62252
0,000654	-2,21661	0,000654	-2,22031	0,000654	-1,62252
0,000656	-2,21902	0,000656	-2,2187	0,000656	-1,62252
0,000658	-2,21741	0,000658	-2,22208	0,000658	-1,62316
0,00066	-2,21564	0,00066	-2,22031	0,00066	-1,623
0,000662	-2,21693	0,000662	-2,21918	0,000662	-1,62284
0,000664	-2,21741	0,000664	-2,21645	0,000664	-1,62349
0,000666	-2,2187	0,000666	-2,21725	0,000666	-1,62284
0,000668	-2,21838	0,000668	-2,21822	0,000668	-1,62365
0,00067	-2,22095	0,00067	-2,22047	0,00067	-1,62349
0,000672	-2,21806	0,000672	-2,2179	0,000672	-1,62316
0,000674	-2,21612	0,000674	-2,21822	0,000674	-1,62349
0,000676	-2,21596	0,000676	-2,21854	0,000676	-1,62365
0,000678	-2,2179	0,000678	-2,21661	0,000678	-1,62365
0,00068	-2,21806	0,00068	-2,21661	0,00068	-1,62381
0,000682	-2,21387	0,000682	-2,21854	0,000682	-1,62381
0,000684	-2,21451	0,000684	-2,21709	0,000684	-1,62381
0,000686	-2,2158	0,000686	-2,21709	0,000686	-1,62381
0,000688	-2,21403	0,000688	-2,21951	0,000688	-1,62429
0,00069	-2,21773	0,00069	-2,21741	0,00069	-1,62397
0,000692	-2,22208	0,000692	-2,21854	0,000692	-1,62429
0,000694	-2,21741	0,000694	-2,22015	0,000694	-1,62477
0,000696	-2,21629	0,000696	-2,21661	0,000696	-1,62477
0,000698	-2,21645	0,000698	-2,21709	0,000698	-1,62381
0,0007	-2,22047	0,0007	-2,21902	0,0007	-1,62494
0,000702	-2,21629	0,000702	-2,21983	0,000702	-1,62413
0,000704	-2,22256	0,000704	-2,21886	0,000704	-1,62477
0,000706	-2,21532	0,000706	-2,2179	0,000706	-1,62445
0,000708	-2,21629	0,000708	-2,21629	0,000708	-1,62477
0,00071	-2,21612	0,00071	-2,2187	0,00071	-1,62461
0,000712	-2,21612	0,000712	-2,21629	0,000712	-1,62477
0,000714	-2,21532	0,000714	-2,21806	0,000714	-1,62477
0,000716	-2,21902	0,000716	-2,21934	0,000716	-1,62477
0,000718	-2,21934	0,000718	-2,22095	0,000718	-1,62477
0,00072	-2,21532	0,00072	-2,22095	0,00072	-1,62526
0,000722	-2,21564	0,000722	-2,22256	0,000722	-1,6251
0,000724	-2,21677	0,000724	-2,22063	0,000724	-1,6251
0,000726	-2,21806	0,000726	-2,21854	0,000726	-1,6251
0,000728	-2,21918	0,000728	-2,21629	0,000728	-1,6251
0,00073	-2,21838	0,00073	-2,21709	0,00073	-1,62542
0,000732	-2,21516	0,000732	-2,2187	0,000732	-1,62494
0,000734	-2,21838	0,000734	-2,21983	0,000734	-1,62574
0,000736	-2,21773	0,000736	-2,21709	0,000736	-1,62542
0,000738	-2,21838	0,000738	-2,21773	0,000738	-1,6259
0,00074	-2,21773	0,00074	-2,21629	0,00074	-1,62542
0,000742	-2,21661	0,000742	-2,21757	0,000742	-1,62542
0,000744	-2,21419	0,000744	-2,21677	0,000744	-1,6259
0,000746	-2,2179	0,000746	-2,21951	0,000746	-1,62574
0,000748	-2,21468	0,000748	-2,21886	0,000748	-1,62606
0,00075	-2,21178	0,00075	-2,2187	0,00075	-1,62574
0,000752	-2,21645	0,000752	-2,21999	0,000752	-1,62606
0,000754	-2,21806	0,000754	-2,21741	0,000754	-1,62558
0,000756	-2,21403	0,000756	-2,21934	0,000756	-1,62655
0,000758	-2,21596	0,000758	-2,22289	0,000758	-1,62638
0,00076	-2,21999	0,00076	-2,22273	0,00076	-1,62622
0,000762	-2,21983	0,000762	-2,21967	0,000762	-1,62622
0,000764	-2,21081	0,000764	-2,22337	0,000764	-1,62687
0,000766	-2,21612	0,000766	-2,22095	0,000766	-1,62638
0,000768	-2,22047	0,000768	-2,21741	0,000768	-1,62638
0,00077	-2,21773	0,00077	-2,21999	0,00077	-1,6259
0,000772	-2,21838	0,000772	-2,2187	0,000772	-1,62638
0,000774	-2,21854	0,000774	-2,22047	0,000774	-1,62671
0,000776	-2,21725	0,000776	-2,21709	0,000776	-1,6259
0,000778	-2,21596	0,000778	-2,21677	0,000778	-1,62638
0,00078	-2,22015	0,00078	-2,21757	0,00078	-1,62622
0,000782	-2,21629	0,000782	-2,21934	0,000782	-1,62655
0,000784	-2,21661	0,000784	-2,21967	0,000784	-1,62622
0,000786	-2,21645	0,000786	-2,21677	0,000786	-1,62655
0,000788	-2,21661	0,000788	-2,21709	0,000788	-1,62655
0,00079	-2,21516	0,00079	-2,21773	0,00079	-1,62638
0,000792	-2,22176	0,000792	-2,21677	0,000792	-1,62638
0,000794	-2,2187	0,000794	-2,21709	0,000794	-1,62638
0,000796	-2,2179	0,000796	-2,21934	0,000796	-1,62655
0,000798	-2,21564	0,000798	-2,22015	0,000798	-1,62622
0,0008	-2,21693	0,0008	-2,21596	0,0008	-1,62671
0,000802	-2,21838	0,000802	-2,21757	0,000802	-1,62671
0,000804	-2,21564	0,000804	-2,21339	0,000804	-1,62638
0,000806	-2,21596	0,000806	-2,21967	0,000806	-1,62735
0,000808	-2,21918	0,000808	-2,21951	0,000808	-1,62655
0,00081	-2,22047	0,00081	-2,22047	0,00081	-1,62687
0,000812	-2,2179	0,000812	-2,21918	0,000812	-1,62703
0,000814	-2,21532	0,000814	-2,22015	0,000814	-1,62703
0,000816	-2,21435	0,000816	-2,21886	0,000816	-1,62687
0,000818	-2,21806	0,000818	-2,21725	0,000818	-1,62687
0,00082	-2,21757	0,00082	-2,21934	0,00082	-1,62703
0,000822	-2,21677	0,000822	-2,22047	0,000822	-1,62735
0,000824	-2,21725	0,000824	-2,21999	0,000824	-1,62735
