Time - V_S	Amplitude - V_S	Time - V_R	Amplitude - V_R	Time - V_C	Amplitude - V_C
0,00079	-2,21194	0,00079	-2,21983	0,00079	-1,62896
0,000792	-2,2187	0,000792	-2,21741	0,000792	-1,62864
0,000794	-2,21516	0,000794	-2,21548	0,000794	-1,62848
0,000796	-2,21516	0,000796	-2,21951	0,000796	-1,62896
0,000798	-2,22224	0,000798	-2,21983	0,000798	-1,62864
0,0008	-2,21484	0,0008	-2,22047	0,0008	-1,62896
0,000802	-2,21677	0,000802	-2,21709	0,000802	-1,62848
0,000804	-2,21468	0,000804	-2,21902	0,000804	-1,62912
0,000806	-2,21902	0,000806	-2,21741	0,000806	-1,62896
0,000808	-2,21242	0,000808	-2,21709	0,000808	-1,62896
0,00081	-2,21709	0,00081	-2,22208	0,00081	-1,6296
0,000812	-2,2158	0,000812	-2,22176	0,000812	-1,62912
0,000814	-2,22031	0,000814	-2,21951	0,000814	-1,6288
